error_id,crate_name,version,test_name,error_type,error_text,full_error_text,passed_in_stack_borrows
4,aigc_secp256k1zkp,0.7.12,pedersen::tests::test_range_proof,Undefined Behavior,constructing invalid value at .value.0[0],"Undefined Behavior: constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer",FALSE
4,aigc_secp256k1zkp,0.7.12,tests::invalid_pubkey,Undefined Behavior,constructing invalid value at .value.0[0],"Undefined Behavior: constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer",FALSE
4,aigc_secp256k1zkp,0.7.12,tests::signature_lax_der,Undefined Behavior,constructing invalid value at .value.0[0],"Undefined Behavior: constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer",FALSE
4,aigc_secp256k1zkp,0.7.12,tests::test_debug_output,Undefined Behavior,constructing invalid value at .value.0[0],"Undefined Behavior: constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer",FALSE
4,aigc_secp256k1zkp,0.7.12,tests::test_recov_sig_serialize_compact,Undefined Behavior,constructing invalid value at .value.0[0],"Undefined Behavior: constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer",FALSE
6,apriltag-image,0.1.0,image_buf::tests::convert_image_buffer_vs_image,Stack Overflow,NA,4:fatal runtime error: stack overflow,TRUE
7,archive-lp,0.2.3,xz_tar_extract_a_file,Test Failed,NA,"test failed, to rerun pass `--test xztar`",FALSE
7,archive-lp,0.2.3,xz_tar_extract_a_file_1,Test Failed,NA,"test failed, to rerun pass `--test xztar`",FALSE
8,arkiv,0.5.0,tar_bz2_archive,Undefined Behavior,read access through <110372> is forbidden,Undefined Behavior: read access through <> is forbidden,FALSE
14,bad64,0.6.0,testcases,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has size 16, so pointer to 4 bytes starting at offset 16 is out-of-bounds",FALSE
15,bchlib,0.2.1,tests::test_decode,memory leaked,"alloc25030 (C heap, size","memory leaked: alloc (C heap, size: 16, align: 16), allocated here:",FALSE
17,bchlib,0.2.1,tests::test_decode_err,memory leaked,"alloc55674 (C heap, size","memory leaked: alloc (C heap, size: 5, align: 4), allocated here:",FALSE
16,bchlib,0.2.1,tests::test_sync_codeword,memory leaked,"alloc24920 (C heap, size","memory leaked: alloc (C heap, size: 24, align: 16), allocated here:",FALSE
18,bchlib-sys,0.2.1,tests::it_works,memory leaked,"alloc25140 (C heap, size","memory leaked: alloc (C heap, size: 24, align: 16), allocated here:",FALSE
19,bip351,0.4.0,tests::notifications_and_transacting,LLI interoperation error,Rust type mismatch,LLI interoperation error: Rust type mismatch: cannot convert a Rust value of type i32 to an LLVM value of type i64.,FALSE
20,bip47,0.3.0,tests::test_payment_address_alice_side,LLI interoperation error,Rust type mismatch,LLI interoperation error: Rust type mismatch: cannot convert a Rust value of type i32 to an LLVM value of type i64.,FALSE
21,blake2_c,0.3.3,test::test_all_parameters_blake2b,Undefined Behavior,constructing invalid value at .value[0],"Undefined Behavior: constructing invalid value at .value[0]: encountered uninitialized memory, but expected an integer",FALSE
21,blake2_c,0.3.3,test::test_all_parameters_blake2s,Undefined Behavior,constructing invalid value at .value[0],"Undefined Behavior: constructing invalid value at .value[0]: encountered uninitialized memory, but expected an integer",FALSE
21,blake2_c,0.3.3,test::test_empty_blake2b,Undefined Behavior,constructing invalid value at .value[0],"Undefined Behavior: constructing invalid value at .value[0]: encountered uninitialized memory, but expected an integer",FALSE
21,blake2_c,0.3.3,test::test_empty_blake2s,Undefined Behavior,constructing invalid value at .value[0],"Undefined Behavior: constructing invalid value at .value[0]: encountered uninitialized memory, but expected an integer",FALSE
21,blake2_c,0.3.3,test::test_finalize_twice_panics_blake2b,Undefined Behavior,constructing invalid value at .value[0],"Undefined Behavior: constructing invalid value at .value[0]: encountered uninitialized memory, but expected an integer",FALSE
21,blake2_c,0.3.3,test::test_finalize_twice_panics_blake2s,Undefined Behavior,constructing invalid value at .value[0],"Undefined Behavior: constructing invalid value at .value[0]: encountered uninitialized memory, but expected an integer",FALSE
21,blake2_c,0.3.3,test::test_foo_blake2b,Undefined Behavior,constructing invalid value at .value[0],"Undefined Behavior: constructing invalid value at .value[0]: encountered uninitialized memory, but expected an integer",FALSE
21,blake2_c,0.3.3,test::test_foo_blake2s,Undefined Behavior,constructing invalid value at .value[0],"Undefined Behavior: constructing invalid value at .value[0]: encountered uninitialized memory, but expected an integer",FALSE
21,blake2_c,0.3.3,test::test_large_input_blake2b,Undefined Behavior,constructing invalid value at .value[0],"Undefined Behavior: constructing invalid value at .value[0]: encountered uninitialized memory, but expected an integer",FALSE
21,blake2_c,0.3.3,test::test_large_input_blake2s,Undefined Behavior,constructing invalid value at .value[0],"Undefined Behavior: constructing invalid value at .value[0]: encountered uninitialized memory, but expected an integer",FALSE
21,blake2_c,0.3.3,test::test_one_off_functions,Undefined Behavior,constructing invalid value at .value[0],"Undefined Behavior: constructing invalid value at .value[0]: encountered uninitialized memory, but expected an integer",FALSE
22,blitsort-sys,0.1.0,sort::test_sorted,Undefined Behavior,write access through <90364> is forbidden,Undefined Behavior: write access through <> is forbidden,FALSE
23,blosc2-src,0.1.1,floats_roundtrip,LLI interoperation error,Unsupported LLVM Type,LLI interoperation error: Unsupported LLVM Type: <16 x i8>,FALSE
24,boreal,0.3.0,elf::test_coverage_elf32_sharedobj,Undefined Behavior,"accessing memory with alignment 1, but alignment 16 is required","Undefined Behavior: accessing memory with alignment 1, but alignment 16 is required",FALSE
25,brioche-ducc,0.1.2-brioche,tests::array::elements,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has been freed, so this pointer is dangling",FALSE
25,brioche-ducc,0.1.2-brioche,tests::array::len,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has been freed, so this pointer is dangling",FALSE
25,brioche-ducc,0.1.2-brioche,tests::array::push,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has been freed, so this pointer is dangling",FALSE
25,brioche-ducc,0.1.2-brioche,tests::array::set_get,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has been freed, so this pointer is dangling",FALSE
25,brioche-ducc,0.1.2-brioche,tests::bytes::to_vec,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has been freed, so this pointer is dangling",FALSE
25,brioche-ducc,0.1.2-brioche,tests::conversion::btree_map,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has been freed, so this pointer is dangling",FALSE
25,brioche-ducc,0.1.2-brioche,tests::conversion::btree_set,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has been freed, so this pointer is dangling",FALSE
25,brioche-ducc,0.1.2-brioche,tests::conversion::hash_map,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has been freed, so this pointer is dangling",FALSE
25,brioche-ducc,0.1.2-brioche,tests::conversion::hash_set,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has been freed, so this pointer is dangling",FALSE
25,brioche-ducc,0.1.2-brioche,tests::conversion::option,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has been freed, so this pointer is dangling",FALSE
25,brioche-ducc,0.1.2-brioche,tests::conversion::tuple,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has been freed, so this pointer is dangling",FALSE
25,brioche-ducc,0.1.2-brioche,tests::conversion::variadic,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has been freed, so this pointer is dangling",FALSE
25,brioche-ducc,0.1.2-brioche,tests::conversion::vec,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has been freed, so this pointer is dangling",FALSE
25,brioche-ducc,0.1.2-brioche,tests::ducc::no_duktape_global,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has been freed, so this pointer is dangling",FALSE
25,brioche-ducc,0.1.2-brioche,tests::ducc::thread_data_sharing,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has been freed, so this pointer is dangling",FALSE
25,brioche-ducc,0.1.2-brioche,tests::ducc::thread_globals,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has been freed, so this pointer is dangling",FALSE
25,brioche-ducc,0.1.2-brioche,tests::ducc::timeout,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has been freed, so this pointer is dangling",FALSE
25,brioche-ducc,0.1.2-brioche,tests::ducc::user_data_drop,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has been freed, so this pointer is dangling",FALSE
25,brioche-ducc,0.1.2-brioche,tests::ducc::user_data_get,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has been freed, so this pointer is dangling",FALSE
25,brioche-ducc,0.1.2-brioche,tests::ducc::user_data_remove,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has been freed, so this pointer is dangling",FALSE
25,brioche-ducc,0.1.2-brioche,tests::ducc::value_cross_contamination,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has been freed, so this pointer is dangling",FALSE
25,brioche-ducc,0.1.2-brioche,tests::function::double_drop_rust_function,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has been freed, so this pointer is dangling",FALSE
25,brioche-ducc,0.1.2-brioche,tests::function::js_function,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has been freed, so this pointer is dangling",FALSE
25,brioche-ducc,0.1.2-brioche,tests::function::number_this,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has been freed, so this pointer is dangling",FALSE
25,brioche-ducc,0.1.2-brioche,tests::function::return_unit,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has been freed, so this pointer is dangling",FALSE
25,brioche-ducc,0.1.2-brioche,tests::function::rust_closure,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has been freed, so this pointer is dangling",FALSE
25,brioche-ducc,0.1.2-brioche,tests::function::rust_closure_mut_callback_error,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has been freed, so this pointer is dangling",FALSE
25,brioche-ducc,0.1.2-brioche,tests::function::rust_function,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has been freed, so this pointer is dangling",FALSE
25,brioche-ducc,0.1.2-brioche,tests::function::rust_function_error,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has been freed, so this pointer is dangling",FALSE
25,brioche-ducc,0.1.2-brioche,tests::object::call_prop,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has been freed, so this pointer is dangling",FALSE
25,brioche-ducc,0.1.2-brioche,tests::object::contains_key,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has been freed, so this pointer is dangling",FALSE
25,brioche-ducc,0.1.2-brioche,tests::object::len,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has been freed, so this pointer is dangling",FALSE
25,brioche-ducc,0.1.2-brioche,tests::object::properties,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has been freed, so this pointer is dangling",FALSE
25,brioche-ducc,0.1.2-brioche,tests::object::remove,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has been freed, so this pointer is dangling",FALSE
25,brioche-ducc,0.1.2-brioche,tests::object::set_get,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has been freed, so this pointer is dangling",FALSE
25,brioche-ducc,0.1.2-brioche,tests::string::compare,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has been freed, so this pointer is dangling",FALSE
25,brioche-ducc,0.1.2-brioche,tests::util::test_assert_stack,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has been freed, so this pointer is dangling",FALSE
25,brioche-ducc,0.1.2-brioche,tests::util::test_assert_stack_panic,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has been freed, so this pointer is dangling",FALSE
25,brioche-ducc,0.1.2-brioche,tests::util::test_protect_duktape_closure,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has been freed, so this pointer is dangling",FALSE
25,brioche-ducc,0.1.2-brioche,tests::util::test_protect_duktape_closure_err,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has been freed, so this pointer is dangling",FALSE
27,btreec,0.3.0,tests::ascend_descend,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
27,btreec,0.3.0,tests::basic,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
27,btreec,0.3.0,tests::db_item,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
27,btreec,0.3.0,tests::min_max_pop,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
29,bzip2,0.4.4,bufread::tests::bug_61,Undefined Behavior,read access through <96400> is forbidden,Undefined Behavior: read access through <> is forbidden,FALSE
28,bzip2,0.4.4,read::tests::empty,Undefined Behavior,read access through <96408> is forbidden,Undefined Behavior: read access through <> is forbidden,FALSE
30,bzip2,0.4.4,read::tests::multistream_read_till_eof,Undefined Behavior,read access through <96460> is forbidden,Undefined Behavior: read access through <> is forbidden,FALSE
30,bzip2,0.4.4,read::tests::qc,Undefined Behavior,read access through <100968> is forbidden,Undefined Behavior: read access through <> is forbidden,FALSE
30,bzip2,0.4.4,read::tests::qc_partial,Undefined Behavior,read access through <212703> is forbidden,Undefined Behavior: read access through <> is forbidden,FALSE
30,bzip2,0.4.4,read::tests::self_terminating,Undefined Behavior,read access through <96246> is forbidden,Undefined Behavior: read access through <> is forbidden,FALSE
30,bzip2,0.4.4,read::tests::smoke,Undefined Behavior,read access through <96397> is forbidden,Undefined Behavior: read access through <> is forbidden,FALSE
30,bzip2,0.4.4,read::tests::smoke2,Undefined Behavior,read access through <96487> is forbidden,Undefined Behavior: read access through <> is forbidden,FALSE
30,bzip2,0.4.4,read::tests::smoke3,Undefined Behavior,read access through <96564> is forbidden,Undefined Behavior: read access through <> is forbidden,FALSE
28,bzip2,0.4.4,read::tests::zero_length_read_at_eof,Undefined Behavior,read access through <96266> is forbidden,Undefined Behavior: read access through <> is forbidden,FALSE
30,bzip2,0.4.4,read::tests::zero_length_read_with_data,Undefined Behavior,read access through <96500> is forbidden,Undefined Behavior: read access through <> is forbidden,FALSE
30,bzip2,0.4.4,write::tests::qc,Undefined Behavior,read access through <106970> is forbidden,Undefined Behavior: read access through <> is forbidden,FALSE
30,bzip2,0.4.4,write::tests::qc_partial,Undefined Behavior,read access through <232899> is forbidden,Undefined Behavior: read access through <> is forbidden,FALSE
30,bzip2,0.4.4,write::tests::smoke,Undefined Behavior,read access through <96522> is forbidden,Undefined Behavior: read access through <> is forbidden,FALSE
28,bzip2,0.4.4,write::tests::write_empty,Undefined Behavior,read access through <96404> is forbidden,Undefined Behavior: read access through <> is forbidden,FALSE
31,carbon-dump,1.2.2,sublime::main,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x10[noalloc] is a dangling pointer (it has no provenance),FALSE
32,cashu,0.0.2,mint::test::becdh,LLI interoperation error,Rust type mismatch,LLI interoperation error: Rust type mismatch: cannot convert a Rust value of type i32 to an LLVM value of type i64.,FALSE
34,cat_solver,0.1.0,tests::bad_limit,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE
34,cat_solver,0.1.0,tests::conflict_limit,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE
34,cat_solver,0.1.0,tests::decision_limit,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE
34,cat_solver,0.1.0,tests::moving,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE
36,chmlib-sys,1.0.0,open_example_file,Test Failed,NA,"test failed, to rerun pass `--test smoke_test`",FALSE
37,cifar_10_loader,0.2.0,test::test_cifar_10_loader_rs,Stack Overflow,NA,266:fatal runtime error: stack overflow,FALSE
38,clickhouse-driver-cthrs,0.1.1,tests::test_hash_128,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
40,clickhouse-driver-lz4,0.1.0,test::test_compression,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
39,clickhouse-driver-lz4,0.1.0,test::test_decompression,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE
41,cpclib-asm,0.7.0,lzclose,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7f4a226f0868[noalloc] is a dangling pointer (it has no provenance),FALSE
42,crymap,1.0.1,support::buffer::test::large_with_small_ops,Stack Overflow,NA,4:fatal runtime error: stack overflow,FALSE
43,crypto_pimitives,0.1.1,aesni_test::aesni_192_key_expansion_test,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has size 24, so pointer to 8 bytes starting at offset 24 is out-of-bounds",FALSE
44,ctaes-sys,0.1.0,tests::aes_gcm_decrypt_test_vectors,Undefined Behavior,constructing invalid value at .value.data.parent1.parent1.parent1.data.0[0],"Undefined Behavior: constructing invalid value at .value.data.parent1.parent1.parent1.data.0[0]: encountered uninitialized memory, but expected an integer",FALSE
44,ctaes-sys,0.1.0,tests::aes_gcm_encrypt_test_vectors,Undefined Behavior,constructing invalid value at .value.data.parent1.parent1.parent1.data.0[0],"Undefined Behavior: constructing invalid value at .value.data.parent1.parent1.parent1.data.0[0]: encountered uninitialized memory, but expected an integer",FALSE
45,cyme,1.5.0,test_list,Stack Overflow,NA,240:fatal runtime error: stack overflow,FALSE
46,datafusion,31.0.0,datasource::physical_plan::json::tests::nd_json_exec_file_mixed_order_projection::case_3,Undefined Behavior,read access through <920791> is forbidden,Undefined Behavior: read access through <> is forbidden,FALSE
47,datafusion,31.0.0,datasource::physical_plan::json::tests::nd_json_exec_file_mixed_order_projection::case_4,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
46,datafusion,31.0.0,datasource::physical_plan::json::tests::nd_json_exec_file_projection::case_3,Undefined Behavior,read access through <920824> is forbidden,Undefined Behavior: read access through <> is forbidden,FALSE
47,datafusion,31.0.0,datasource::physical_plan::json::tests::nd_json_exec_file_projection::case_4,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
46,datafusion,31.0.0,datasource::physical_plan::json::tests::nd_json_exec_file_with_missing_column::case_3,Undefined Behavior,read access through <920788> is forbidden,Undefined Behavior: read access through <> is forbidden,FALSE
47,datafusion,31.0.0,datasource::physical_plan::json::tests::nd_json_exec_file_with_missing_column::case_4,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
46,datafusion,31.0.0,datasource::physical_plan::json::tests::nd_json_exec_file_without_projection::case_3,Undefined Behavior,read access through <958504> is forbidden,Undefined Behavior: read access through <> is forbidden,FALSE
47,datafusion,31.0.0,datasource::physical_plan::json::tests::nd_json_exec_file_without_projection::case_4,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
46,datafusion,31.0.0,datasource::physical_plan::json::tests::test_chunked_json::case_3::chunk_size_1_10,Undefined Behavior,read access through <853592> is forbidden,Undefined Behavior: read access through <> is forbidden,FALSE
46,datafusion,31.0.0,datasource::physical_plan::json::tests::test_chunked_json::case_3::chunk_size_2_20,Undefined Behavior,read access through <853628> is forbidden,Undefined Behavior: read access through <> is forbidden,FALSE
46,datafusion,31.0.0,datasource::physical_plan::json::tests::test_chunked_json::case_3::chunk_size_3_30,Undefined Behavior,read access through <853628> is forbidden,Undefined Behavior: read access through <> is forbidden,FALSE
46,datafusion,31.0.0,datasource::physical_plan::json::tests::test_chunked_json::case_3::chunk_size_4_40,Undefined Behavior,read access through <853628> is forbidden,Undefined Behavior: read access through <> is forbidden,FALSE
47,datafusion,31.0.0,datasource::physical_plan::json::tests::test_chunked_json::case_4::chunk_size_1_10,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
47,datafusion,31.0.0,datasource::physical_plan::json::tests::test_chunked_json::case_4::chunk_size_2_20,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
47,datafusion,31.0.0,datasource::physical_plan::json::tests::test_chunked_json::case_4::chunk_size_3_30,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
47,datafusion,31.0.0,datasource::physical_plan::json::tests::test_chunked_json::case_4::chunk_size_4_40,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
49,dec,0.4.8,decnum_raw_parts,Undefined Behavior,constructing invalid value at .value.lsu[6],"Undefined Behavior: constructing invalid value at .value.lsu[6]: encountered uninitialized memory, but expected an integer",FALSE
49,dec,0.4.8,decnum_raw_parts_bcd,Undefined Behavior,constructing invalid value at .value.lsu[6],"Undefined Behavior: constructing invalid value at .value.lsu[6]: encountered uninitialized memory, but expected an integer",FALSE
54,dec,0.4.8,decnum_round_reduce_to_place,Undefined Behavior,read access through <110754> is forbidden,Undefined Behavior: read access through <> is forbidden,FALSE
