crate_name,version,error_id,test_name,error_type,full_error_text,error_root,error_text,passed_in_tree_borrows
eth-secp256k1,0.5.7,117,key::test::test_add_exp_bad_context,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1/src/group_impl.h:435:5,/usr/src/ffickle/extracted/depend/secp256k1/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1/src/secp256k1.c:74:9","using uninitialized data, but this operation requires initialized memory",FALSE
eth-secp256k1,0.5.7,117,key::test::test_addition,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1/src/group_impl.h:435:5,/usr/src/ffickle/extracted/depend/secp256k1/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1/src/secp256k1.c:74:9","using uninitialized data, but this operation requires initialized memory",FALSE
eth-secp256k1,0.5.7,117,key::test::test_debug_output,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1/src/group_impl.h:435:5,/usr/src/ffickle/extracted/depend/secp256k1/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1/src/secp256k1.c:74:9","using uninitialized data, but this operation requires initialized memory",FALSE
eth-secp256k1,0.5.7,117,key::test::test_multiplication,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1/src/group_impl.h:435:5,/usr/src/ffickle/extracted/depend/secp256k1/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1/src/secp256k1.c:74:9","using uninitialized data, but this operation requires initialized memory",FALSE
eth-secp256k1,0.5.7,117,key::test::test_out_of_range,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1/src/group_impl.h:435:5,/usr/src/ffickle/extracted/depend/secp256k1/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1/src/secp256k1.c:74:9","using uninitialized data, but this operation requires initialized memory",FALSE
eth-secp256k1,0.5.7,117,key::test::test_pubkey_from_bad_slice,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1/src/group_impl.h:435:5,/usr/src/ffickle/extracted/depend/secp256k1/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1/src/secp256k1.c:74:9","using uninitialized data, but this operation requires initialized memory",FALSE
eth-secp256k1,0.5.7,116,key::test::test_pubkey_from_slice_bad_context,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1/src/field_10x26_impl.h:493:26,/usr/src/ffickle/extracted/depend/secp256k1/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1/src/group_impl.h:334:5,/usr/src/ffickle/extracted/depend/secp256k1/src/ecmult_impl.h:59:5,/usr/src/ffickle/extracted/depend/secp256k1/src/ecmult_impl.h:119:5,/usr/src/ffickle/extracted/depend/secp256k1/src/ecmult_impl.h:177:5,/usr/src/ffickle/extracted/depend/secp256k1/src/secp256k1.c:77:9","using uninitialized data, but this operation requires initialized memory",FALSE
eth-secp256k1,0.5.7,117,key::test::test_pubkey_serialize,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1/src/group_impl.h:435:5,/usr/src/ffickle/extracted/depend/secp256k1/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1/src/secp256k1.c:74:9","using uninitialized data, but this operation requires initialized memory",FALSE
eth-secp256k1,0.5.7,117,schnorr::tests::capabilities,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1/src/group_impl.h:435:5,/usr/src/ffickle/extracted/depend/secp256k1/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1/src/secp256k1.c:74:9","using uninitialized data, but this operation requires initialized memory",FALSE
eth-secp256k1,0.5.7,117,schnorr::tests::deserialize,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1/src/group_impl.h:435:5,/usr/src/ffickle/extracted/depend/secp256k1/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1/src/secp256k1.c:74:9","using uninitialized data, but this operation requires initialized memory",FALSE
eth-secp256k1,0.5.7,117,schnorr::tests::sign_verify,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1/src/group_impl.h:435:5,/usr/src/ffickle/extracted/depend/secp256k1/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1/src/secp256k1.c:74:9","using uninitialized data, but this operation requires initialized memory",FALSE
eth-secp256k1,0.5.7,117,tests::bad_recovery,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1/src/group_impl.h:435:5,/usr/src/ffickle/extracted/depend/secp256k1/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1/src/secp256k1.c:74:9","using uninitialized data, but this operation requires initialized memory",FALSE
eth-secp256k1,0.5.7,117,tests::capabilities,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1/src/group_impl.h:435:5,/usr/src/ffickle/extracted/depend/secp256k1/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1/src/secp256k1.c:74:9","using uninitialized data, but this operation requires initialized memory",FALSE
eth-secp256k1,0.5.7,117,tests::invalid_pubkey,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1/src/group_impl.h:435:5,/usr/src/ffickle/extracted/depend/secp256k1/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1/src/secp256k1.c:74:9","using uninitialized data, but this operation requires initialized memory",FALSE
eth-secp256k1,0.5.7,117,tests::sign,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1/src/group_impl.h:435:5,/usr/src/ffickle/extracted/depend/secp256k1/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1/src/secp256k1.c:74:9","using uninitialized data, but this operation requires initialized memory",FALSE
eth-secp256k1,0.5.7,117,tests::sign_and_verify,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1/src/group_impl.h:435:5,/usr/src/ffickle/extracted/depend/secp256k1/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1/src/secp256k1.c:74:9","using uninitialized data, but this operation requires initialized memory",FALSE
eth-secp256k1,0.5.7,117,tests::sign_and_verify_extreme,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1/src/group_impl.h:435:5,/usr/src/ffickle/extracted/depend/secp256k1/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1/src/secp256k1.c:74:9","using uninitialized data, but this operation requires initialized memory",FALSE
eth-secp256k1,0.5.7,117,tests::sign_and_verify_fail,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1/src/group_impl.h:435:5,/usr/src/ffickle/extracted/depend/secp256k1/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1/src/secp256k1.c:74:9","using uninitialized data, but this operation requires initialized memory",FALSE
eth-secp256k1,0.5.7,117,tests::sign_with_recovery,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1/src/group_impl.h:435:5,/usr/src/ffickle/extracted/depend/secp256k1/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1/src/secp256k1.c:74:9","using uninitialized data, but this operation requires initialized memory",FALSE
eth-secp256k1,0.5.7,117,tests::signature_der_roundtrip,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1/src/group_impl.h:435:5,/usr/src/ffickle/extracted/depend/secp256k1/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1/src/secp256k1.c:74:9","using uninitialized data, but this operation requires initialized memory",FALSE
eth-secp256k1,0.5.7,115,tests::signature_lax_der,Undefined Behavior,"Undefined Behavior: constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer",NA,constructing invalid value at .value.0[0],FALSE
eth-secp256k1,0.5.7,117,tests::test_bad_slice,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1/src/group_impl.h:435:5,/usr/src/ffickle/extracted/depend/secp256k1/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1/src/secp256k1.c:74:9","using uninitialized data, but this operation requires initialized memory",FALSE
eth-secp256k1,0.5.7,117,tests::test_debug_output,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1/src/group_impl.h:435:5,/usr/src/ffickle/extracted/depend/secp256k1/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1/src/secp256k1.c:74:9","using uninitialized data, but this operation requires initialized memory",FALSE
eth-secp256k1,0.5.7,117,tests::test_low_s,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1/src/group_impl.h:435:5,/usr/src/ffickle/extracted/depend/secp256k1/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1/src/secp256k1.c:74:9","using uninitialized data, but this operation requires initialized memory",FALSE
eth-secp256k1,0.5.7,117,tests::test_recov_sig_serialize_compact,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1/src/group_impl.h:435:5,/usr/src/ffickle/extracted/depend/secp256k1/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1/src/secp256k1.c:74:9","using uninitialized data, but this operation requires initialized memory",FALSE
everrs,0.2.1,118,chacha20poly1305::tests::seal_test_inplace,Undefined Behavior,"Undefined Behavior: attempting a read access using <> at alloc[0x0], but that tag does not exist in the borrow stack for this location","/usr/src/ffickle/extracted/src/hacl/c89-compatible/Hacl_Chacha20.c:268:3,/usr/src/ffickle/extracted/src/hacl/c89-compatible/Hacl_Chacha20.c:291:5,/usr/src/ffickle/extracted/src/hacl/c89-compatible/Hacl_Chacha20.c:311:3,/usr/src/ffickle/extracted/src/hacl/c89-compatible/Hacl_Chacha20Poly1305_32.c:751:3,/usr/src/ffickle/extracted/src/hacl/c89-compatible/EverCrypt_Chacha20Poly1305.c:55:3","attempting a read access using <254085> at alloc65358[0x0], but that tag does not exist in the borrow stack for this location",FALSE
everrs,0.2.1,119,x25519::tests::diffie_hellman_test,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/src/hacl/c89-compatible/Hacl_Curve25519_51.c:975:19,/usr/src/ffickle/extracted/src/hacl/c89-compatible/EverCrypt_Curve25519.c:43:3","using uninitialized data, but this operation requires initialized memory",FALSE
flate2-crc,0.1.2,125,tests::random_small,the main thread terminated without waiting for all remaining threads,the main thread terminated without waiting for all remaining threads,NA,NA,FALSE
flips,0.2.1,127,delta::test_create_apply,Undefined Behavior,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),"/usr/src/ffickle/extracted/target/debug/build/flips-sys-19d651168ceafd7b/out/flips/libbps-suf.cpp:167:3,/usr/src/ffickle/extracted/target/debug/build/flips-sys-19d651168ceafd7b/out/flips/libbps-suf.cpp:235:3,/usr/src/ffickle/extracted/target/debug/build/flips-sys-19d651168ceafd7b/out/flips/libbps-suf.cpp:806:14,/usr/src/ffickle/extracted/target/debug/build/flips-sys-19d651168ceafd7b/out/flips/libbps-suf.cpp:840:9",memory access failed,FALSE
flips,0.2.1,127,delta::test_create_apply_with_moremem,Undefined Behavior,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),"/usr/src/ffickle/extracted/target/debug/build/flips-sys-19d651168ceafd7b/out/flips/libbps-suf.cpp:167:3,/usr/src/ffickle/extracted/target/debug/build/flips-sys-19d651168ceafd7b/out/flips/libbps-suf.cpp:235:3,/usr/src/ffickle/extracted/target/debug/build/flips-sys-19d651168ceafd7b/out/flips/libbps-suf.cpp:806:14,/usr/src/ffickle/extracted/target/debug/build/flips-sys-19d651168ceafd7b/out/flips/libbps-suf.cpp:840:9",memory access failed,FALSE
flips,0.2.1,127,delta::test_create_identical,Undefined Behavior,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),"/usr/src/ffickle/extracted/target/debug/build/flips-sys-19d651168ceafd7b/out/flips/libbps-suf.cpp:167:3,/usr/src/ffickle/extracted/target/debug/build/flips-sys-19d651168ceafd7b/out/flips/libbps-suf.cpp:235:3,/usr/src/ffickle/extracted/target/debug/build/flips-sys-19d651168ceafd7b/out/flips/libbps-suf.cpp:806:14,/usr/src/ffickle/extracted/target/debug/build/flips-sys-19d651168ceafd7b/out/flips/libbps-suf.cpp:840:9",memory access failed,FALSE
flips,0.2.1,126,linear::test_create_apply,Undefined Behavior,"Undefined Behavior: memory access failed: alloc has size 65536, so pointer to 1 byte starting at offset -1 is out-of-bounds",/usr/src/ffickle/extracted/target/debug/build/flips-sys-19d651168ceafd7b/out/flips/libbps.cpp:326:6,memory access failed,FALSE
flips,0.2.1,128,test_create_identical,memory leaked,"memory leaked: alloc (C heap, size: 4096, align: 16), allocated here:",NA,"alloc25636 (C heap, size",FALSE
flips,0.2.1,129,test_study_apply_to_output,memory leaked,"memory leaked: alloc (C heap, size: 65536, align: 16), allocated here:",NA,"alloc25704 (C heap, size",FALSE
flips-sys,0.2.1,131,bps::tests::check_create_delta_and_apply,Undefined Behavior,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),"/usr/src/ffickle/extracted/target/debug/build/flips-sys-d598fc7069edd337/out/flips/libbps-suf.cpp:167:3,/usr/src/ffickle/extracted/target/debug/build/flips-sys-d598fc7069edd337/out/flips/libbps-suf.cpp:235:3,/usr/src/ffickle/extracted/target/debug/build/flips-sys-d598fc7069edd337/out/flips/libbps-suf.cpp:806:14,/usr/src/ffickle/extracted/target/debug/build/flips-sys-d598fc7069edd337/out/flips/libbps-suf.cpp:840:9",memory access failed,FALSE
flips-sys,0.2.1,130,bps::tests::check_create_linear_and_apply,Undefined Behavior,"Undefined Behavior: memory access failed: alloc has size 4096, so pointer to 1 byte starting at offset -1 is out-of-bounds",/usr/src/ffickle/extracted/target/debug/build/flips-sys-d598fc7069edd337/out/flips/libbps.cpp:326:6,memory access failed,FALSE
fluidlite,0.2.1,132,settings::test::settings_ref,memory leaked,"memory leaked: alloc (C heap, size: 56, align: 16), allocated here:",NA,"alloc27600 (C heap, size",FALSE
gmod-lzma,1.0.1,136,test_compress,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/bootil/src/3rdParty/lzma/LzFind.c:224:28,/usr/src/ffickle/extracted/bootil/src/3rdParty/lzma/LzmaEnc.c:1942:10,/usr/src/ffickle/extracted/bootil/src/3rdParty/lzma/LzmaEnc.c:2033:23,/usr/src/ffickle/extracted/bootil/src/3rdParty/lzma/LzmaEnc.c:2074:10,/usr/src/ffickle/extracted/bootil/src/3rdParty/lzma/LzmaEnc.c:2241:9,/usr/src/ffickle/extracted/bootil/src/3rdParty/lzma/LzmaEnc.c:2265:13,/usr/src/ffickle/extracted/bootil/src/3rdParty/lzma/LzmaLib.c:36:10","using uninitialized data, but this operation requires initialized memory",FALSE
gmod-lzma,1.0.1,136,test_decompress,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/bootil/src/3rdParty/lzma/LzFind.c:224:28,/usr/src/ffickle/extracted/bootil/src/3rdParty/lzma/LzmaEnc.c:1942:10,/usr/src/ffickle/extracted/bootil/src/3rdParty/lzma/LzmaEnc.c:2033:23,/usr/src/ffickle/extracted/bootil/src/3rdParty/lzma/LzmaEnc.c:2074:10,/usr/src/ffickle/extracted/bootil/src/3rdParty/lzma/LzmaEnc.c:2241:9,/usr/src/ffickle/extracted/bootil/src/3rdParty/lzma/LzmaEnc.c:2265:13,/usr/src/ffickle/extracted/bootil/src/3rdParty/lzma/LzmaLib.c:36:10","using uninitialized data, but this operation requires initialized memory",FALSE
grebedb,1.0.0,137,a::rand_operation_10000_fast,Undefined Behavior,"Undefined Behavior: accessing memory with alignment 1, but alignment 8 is required",NA,"accessing memory with alignment 1, but alignment 8 is required",FALSE
grebedb,1.0.0,137,format::tests::test_format,Undefined Behavior,"Undefined Behavior: accessing memory with alignment 1, but alignment 8 is required",NA,"accessing memory with alignment 1, but alignment 8 is required",FALSE
grebedb,1.0.0,137,page::tests::test_page_table_create_load,Undefined Behavior,"Undefined Behavior: accessing memory with alignment 1, but alignment 8 is required",NA,"accessing memory with alignment 1, but alignment 8 is required",FALSE
grebedb,1.0.0,137,page::tests::test_page_table_create_load_exists,Undefined Behavior,"Undefined Behavior: accessing memory with alignment 1, but alignment 8 is required",NA,"accessing memory with alignment 1, but alignment 8 is required",FALSE
grebedb,1.0.0,137,page::tests::test_page_table_get_put,Undefined Behavior,"Undefined Behavior: accessing memory with alignment 1, but alignment 8 is required",NA,"accessing memory with alignment 1, but alignment 8 is required",FALSE
grebedb,1.0.0,137,page::tests::test_page_table_many_on_single_page,Undefined Behavior,"Undefined Behavior: accessing memory with alignment 1, but alignment 8 is required",NA,"accessing memory with alignment 1, but alignment 8 is required",FALSE
grebedb,1.0.0,137,page::tests::test_page_table_many_pages,Undefined Behavior,"Undefined Behavior: accessing memory with alignment 1, but alignment 8 is required",NA,"accessing memory with alignment 1, but alignment 8 is required",FALSE
grebedb,1.0.0,137,page::tests::test_page_table_remove,Undefined Behavior,"Undefined Behavior: accessing memory with alignment 1, but alignment 8 is required",NA,"accessing memory with alignment 1, but alignment 8 is required",FALSE
grebedb,1.0.0,137,page::tests::test_page_table_update,Undefined Behavior,"Undefined Behavior: accessing memory with alignment 1, but alignment 8 is required",NA,"accessing memory with alignment 1, but alignment 8 is required",FALSE
grebedb,1.0.0,137,test_crash_after_metadata_commit,Undefined Behavior,"Undefined Behavior: accessing memory with alignment 1, but alignment 8 is required",NA,"accessing memory with alignment 1, but alignment 8 is required",FALSE
grebedb,1.0.0,137,test_crash_before_metadata_commit,Undefined Behavior,"Undefined Behavior: accessing memory with alignment 1, but alignment 8 is required",NA,"accessing memory with alignment 1, but alignment 8 is required",FALSE
grebedb,1.0.0,137,test_create_only,Undefined Behavior,"Undefined Behavior: accessing memory with alignment 1, but alignment 8 is required",NA,"accessing memory with alignment 1, but alignment 8 is required",FALSE
grebedb,1.0.0,137,test_cursor_iter_manual_memory_default,Undefined Behavior,"Undefined Behavior: accessing memory with alignment 1, but alignment 8 is required",NA,"accessing memory with alignment 1, but alignment 8 is required",FALSE
grebedb,1.0.0,137,test_cursor_iter_manual_memory_small_options,Undefined Behavior,"Undefined Behavior: accessing memory with alignment 1, but alignment 8 is required",NA,"accessing memory with alignment 1, but alignment 8 is required",FALSE
grebedb,1.0.0,137,test_cursor_iter_manual_memory_tiny_options,Undefined Behavior,"Undefined Behavior: accessing memory with alignment 1, but alignment 8 is required",NA,"accessing memory with alignment 1, but alignment 8 is required",FALSE
grebedb,1.0.0,137,test_cursor_next_buf_memory_default,Undefined Behavior,"Undefined Behavior: accessing memory with alignment 1, but alignment 8 is required",NA,"accessing memory with alignment 1, but alignment 8 is required",FALSE
grebedb,1.0.0,137,test_cursor_next_buf_memory_small_options,Undefined Behavior,"Undefined Behavior: accessing memory with alignment 1, but alignment 8 is required",NA,"accessing memory with alignment 1, but alignment 8 is required",FALSE
grebedb,1.0.0,137,test_cursor_next_buf_memory_tiny_options,Undefined Behavior,"Undefined Behavior: accessing memory with alignment 1, but alignment 8 is required",NA,"accessing memory with alignment 1, but alignment 8 is required",FALSE
grebedb,1.0.0,137,test_cursor_range_memory_default,Undefined Behavior,"Undefined Behavior: accessing memory with alignment 1, but alignment 8 is required",NA,"accessing memory with alignment 1, but alignment 8 is required",FALSE
grebedb,1.0.0,137,test_cursor_range_memory_small_options,Undefined Behavior,"Undefined Behavior: accessing memory with alignment 1, but alignment 8 is required",NA,"accessing memory with alignment 1, but alignment 8 is required",FALSE
grebedb,1.0.0,137,test_cursor_range_memory_tiny_options,Undefined Behavior,"Undefined Behavior: accessing memory with alignment 1, but alignment 8 is required",NA,"accessing memory with alignment 1, but alignment 8 is required",FALSE
grebedb,1.0.0,137,test_cursor_removed_items_memory_default,Undefined Behavior,"Undefined Behavior: accessing memory with alignment 1, but alignment 8 is required",NA,"accessing memory with alignment 1, but alignment 8 is required",FALSE
grebedb,1.0.0,137,test_cursor_removed_items_memory_small_options,Undefined Behavior,"Undefined Behavior: accessing memory with alignment 1, but alignment 8 is required",NA,"accessing memory with alignment 1, but alignment 8 is required",FALSE
grebedb,1.0.0,137,test_cursor_removed_items_memory_tiny_options,Undefined Behavior,"Undefined Behavior: accessing memory with alignment 1, but alignment 8 is required",NA,"accessing memory with alignment 1, but alignment 8 is required",FALSE
grebedb,1.0.0,137,test_cursor_sequential_memory_default,Undefined Behavior,"Undefined Behavior: accessing memory with alignment 1, but alignment 8 is required",NA,"accessing memory with alignment 1, but alignment 8 is required",FALSE
grebedb,1.0.0,137,test_cursor_sequential_memory_small_options,Undefined Behavior,"Undefined Behavior: accessing memory with alignment 1, but alignment 8 is required",NA,"accessing memory with alignment 1, but alignment 8 is required",FALSE
grebedb,1.0.0,137,test_cursor_sequential_memory_tiny_options,Undefined Behavior,"Undefined Behavior: accessing memory with alignment 1, but alignment 8 is required",NA,"accessing memory with alignment 1, but alignment 8 is required",FALSE
grebedb,1.0.0,137,test_debug,Undefined Behavior,"Undefined Behavior: accessing memory with alignment 1, but alignment 8 is required",NA,"accessing memory with alignment 1, but alignment 8 is required",FALSE
grebedb,1.0.0,137,test_export,Undefined Behavior,"Undefined Behavior: accessing memory with alignment 1, but alignment 8 is required",NA,"accessing memory with alignment 1, but alignment 8 is required",FALSE
grebedb,1.0.0,137,test_fill_and_random_remove_memory_default,Undefined Behavior,"Undefined Behavior: accessing memory with alignment 1, but alignment 8 is required",NA,"accessing memory with alignment 1, but alignment 8 is required",FALSE
grebedb,1.0.0,137,test_fill_and_random_remove_memory_small_options,Undefined Behavior,"Undefined Behavior: accessing memory with alignment 1, but alignment 8 is required",NA,"accessing memory with alignment 1, but alignment 8 is required",FALSE
grebedb,1.0.0,137,test_fill_and_random_remove_memory_tiny_options,Undefined Behavior,"Undefined Behavior: accessing memory with alignment 1, but alignment 8 is required",NA,"accessing memory with alignment 1, but alignment 8 is required",FALSE
grebedb,1.0.0,137,test_metadata,Undefined Behavior,"Undefined Behavior: accessing memory with alignment 1, but alignment 8 is required",NA,"accessing memory with alignment 1, but alignment 8 is required",FALSE
grebedb,1.0.0,137,test_no_file_locking,Undefined Behavior,"Undefined Behavior: accessing memory with alignment 1, but alignment 8 is required",NA,"accessing memory with alignment 1, but alignment 8 is required",FALSE
