test_name,crate_name,version
traversal::test::test_traversal_leaf,ast-grep-core,0.12.1
tests::can_load_grammar,ast-grep-tree-sitter-c-sharp,0.20.0
languages::java::test::find_names_in_for_variable_assignment,aws-fully-qualified-names,2.1.2
languages::java::test::finds_name_in_annotation,aws-fully-qualified-names,2.1.2
languages::java::test::finds_name_in_annotation_with_key_value_parameters,aws-fully-qualified-names,2.1.2
languages::java::test::finds_name_in_annotation_with_parameters,aws-fully-qualified-names,2.1.2
languages::java::test::finds_names_in_annotation_argument_list,aws-fully-qualified-names,2.1.2
languages::java::test::finds_names_in_annotation_module,aws-fully-qualified-names,2.1.2
languages::java::test::finds_names_in_annotation_type_declaration,aws-fully-qualified-names,2.1.2
languages::java::test::finds_names_in_array_creation_expression,aws-fully-qualified-names,2.1.2
languages::java::test::finds_names_in_array_initializer,aws-fully-qualified-names,2.1.2
languages::java::test::finds_names_in_assignment_expression,aws-fully-qualified-names,2.1.2
languages::java::test::finds_names_in_basic_control_flow,aws-fully-qualified-names,2.1.2
languages::java::test::finds_names_in_double_array_initializer,aws-fully-qualified-names,2.1.2
languages::java::test::finds_names_in_enum_declaration,aws-fully-qualified-names,2.1.2
languages::java::test::finds_names_in_field_declaration,aws-fully-qualified-names,2.1.2
languages::java::test::finds_names_in_for_statement,aws-fully-qualified-names,2.1.2
languages::java::test::finds_names_in_for_with_expression,aws-fully-qualified-names,2.1.2
languages::java::test::finds_names_in_generic_type,aws-fully-qualified-names,2.1.2
languages::java::test::finds_names_in_import_declaration,aws-fully-qualified-names,2.1.2
languages::java::test::finds_names_in_interface_declaration,aws-fully-qualified-names,2.1.2
languages::java::test::finds_names_in_labeled_statement,aws-fully-qualified-names,2.1.2
languages::java::test::finds_names_in_lambda,aws-fully-qualified-names,2.1.2
languages::java::test::finds_names_in_main,aws-fully-qualified-names,2.1.2
languages::java::test::finds_names_in_method_declaration_annotation,aws-fully-qualified-names,2.1.2
languages::java::test::finds_names_in_method_invocation_with_type_arguments,aws-fully-qualified-names,2.1.2
languages::java::test::finds_names_in_method_reference,aws-fully-qualified-names,2.1.2
languages::java::test::finds_names_in_method_reference_2,aws-fully-qualified-names,2.1.2
languages::java::test::finds_names_in_module_declaration,aws-fully-qualified-names,2.1.2
languages::java::test::finds_names_in_package_declaration,aws-fully-qualified-names,2.1.2
languages::java::test::finds_names_in_record_declaration,aws-fully-qualified-names,2.1.2
languages::java::test::finds_names_in_requires_with_modifiers,aws-fully-qualified-names,2.1.2
languages::java::test::finds_names_in_static_initalizer,aws-fully-qualified-names,2.1.2
languages::java::test::finds_names_in_switch,aws-fully-qualified-names,2.1.2
languages::java::test::finds_names_in_synchronized_statement,aws-fully-qualified-names,2.1.2
languages::java::test::finds_names_in_try,aws-fully-qualified-names,2.1.2
languages::java::test::finds_names_in_unqualified_object_creation,aws-fully-qualified-names,2.1.2
languages::java::test::finds_names_in_unscoped_import_declaration,aws-fully-qualified-names,2.1.2
languages::java::test::finds_names_via_super,aws-fully-qualified-names,2.1.2
languages::java::test::finds_names_with_asterisk_import_declaration,aws-fully-qualified-names,2.1.2
languages::java::test::finds_relevant_snippet,aws-fully-qualified-names,2.1.2
languages::python::test::finds_boto3_resource,aws-fully-qualified-names,2.1.2
languages::python::test::finds_image_open,aws-fully-qualified-names,2.1.2
languages::python::test::finds_local_fields_through_self_parameter,aws-fully-qualified-names,2.1.2
languages::python::test::finds_names_in_basic_constructs,aws-fully-qualified-names,2.1.2
languages::python::test::finds_names_in_decorated_definition,aws-fully-qualified-names,2.1.2
languages::python::test::finds_names_in_generator_argument,aws-fully-qualified-names,2.1.2
languages::python::test::finds_names_in_legacy_print_statement,aws-fully-qualified-names,2.1.2
languages::python::test::finds_names_in_nested_comprehension_expressions,aws-fully-qualified-names,2.1.2
languages::python::test::finds_names_in_try_catch,aws-fully-qualified-names,2.1.2
languages::python::test::finds_names_through_global_statements,aws-fully-qualified-names,2.1.2
languages::python::test::finds_relevant_snippet,aws-fully-qualified-names,2.1.2
languages::python::test::finds_unicode_name,aws-fully-qualified-names,2.1.2
languages::test::narrows_names_to_matches,aws-fully-qualified-names,2.1.2
languages::typescript::test::falls_back_to_full_document_scope,aws-fully-qualified-names,2.1.2
languages::typescript::test::finds_external_names_imported_via_require,aws-fully-qualified-names,2.1.2
languages::typescript::test::finds_fields_through_constructor,aws-fully-qualified-names,2.1.2
languages::typescript::test::finds_functions_declared_after_use,aws-fully-qualified-names,2.1.2
languages::typescript::test::finds_import_require_declaration_name,aws-fully-qualified-names,2.1.2
languages::typescript::test::finds_names_in_basic_constructs,aws-fully-qualified-names,2.1.2
languages::typescript::test::finds_names_in_exports,aws-fully-qualified-names,2.1.2
languages::typescript::test::finds_names_in_for_in_member,aws-fully-qualified-names,2.1.2
languages::typescript::test::finds_names_in_for_in_with_default_value,aws-fully-qualified-names,2.1.2
languages::typescript::test::finds_names_in_for_loops,aws-fully-qualified-names,2.1.2
languages::typescript::test::finds_names_in_jsx,aws-fully-qualified-names,2.1.2
languages::typescript::test::finds_names_in_optional_chain,aws-fully-qualified-names,2.1.2
languages::typescript::test::finds_names_in_parenthesized_expression,aws-fully-qualified-names,2.1.2
languages::typescript::test::finds_names_in_tuple_type,aws-fully-qualified-names,2.1.2
languages::typescript::test::finds_names_in_type_annotated_condition,aws-fully-qualified-names,2.1.2
languages::typescript::test::finds_names_property_signature_with_modifiers,aws-fully-qualified-names,2.1.2
languages::typescript::test::finds_names_via_namespace_alias,aws-fully-qualified-names,2.1.2
languages::typescript::test::finds_relevant_snippet,aws-fully-qualified-names,2.1.2
languages::typescript::test::finds_shortest_out_of_relevant_snippets,aws-fully-qualified-names,2.1.2
languages::typescript::test::finds_unicode_name,aws-fully-qualified-names,2.1.2
languages::typescript::test::ignores_named_scopes_without_relevant_name_occurrences,aws-fully-qualified-names,2.1.2
languages::typescript::test::ignores_relative_imports_in_fully_qualified_names,aws-fully-qualified-names,2.1.2
languages::typescript::test::ignores_syntax_errors,aws-fully-qualified-names,2.1.2
languages::typescript::test::trims_names_and_ignores_empty_source_after_trailing_slash_in_import,aws-fully-qualified-names,2.1.2
encoding::encoding_tests::test_new_compressor,basis-universal,0.3.0
transcoding::transcoding_tests::test_transcoder_transcode_etc,basis-universal,0.3.0
transcoding::transcoding_tests::test_transcoder_transcode_uastc,basis-universal,0.3.0
tests::test_generate,bitsign,0.1.1
tests::test_verify,bitsign,0.1.1
tests::test_verify_fail,bitsign,0.1.1
roundtrip,blosc-src,0.2.1
drop_writer_incomplete_input_no_loop,brotli2,0.3.2
finish_writer_incomplete_input_error,brotli2,0.3.2
raw::tests::compress_buf_smoke,brotli2,0.3.2
raw::tests::compress_smoke,brotli2,0.3.2
raw::tests::decompress_error,brotli2,0.3.2
raw::tests::decompress_smoke,brotli2,0.3.2
read::tests::qc,brotli2,0.3.2
read::tests::self_terminating,brotli2,0.3.2
read::tests::smoke,brotli2,0.3.2
read::tests::smoke2,brotli2,0.3.2
read::tests::smoke3,brotli2,0.3.2
read::tests::zero_length_read_at_eof,brotli2,0.3.2
read::tests::zero_length_read_with_data,brotli2,0.3.2
write::tests::qc,brotli2,0.3.2
write::tests::smoke,brotli2,0.3.2
write::tests::write_empty,brotli2,0.3.2
multisig::tests::test_redeem_script_builder_incorrect_quorum,btc-transaction-utils,0.9.0
multisig::tests::test_redeem_script_convert_hex,btc-transaction-utils,0.9.0
p2wpk::tests::test_native_segwit,btc-transaction-utils,0.9.0
p2wsh::tests::test_multisig_native_segwit,btc-transaction-utils,0.9.0
test::test_arch_m680x_detail,capstone,0.11.0
test::test_arch_sparc,capstone,0.11.0
test::test_arch_sparc_detail,capstone,0.11.0
test::test_arch_x86,capstone,0.11.0
test::test_arch_x86_detail,capstone,0.11.0
test::test_detail_false_fail,capstone,0.11.0
test::test_detail_true,capstone,0.11.0
test::test_insn_from_raw,capstone,0.11.0
test::test_insn_size_and_alignment,capstone,0.11.0
test::test_instruction_details,capstone,0.11.0
test::test_owned_insn,capstone,0.11.0
test::test_skipdata,capstone,0.11.0
test::test_syntax,capstone,0.11.0
test::test_x86_simple,capstone,0.11.0
tests::bad_limit,cat_solver,0.1.0
tests::conflict_limit,cat_solver,0.1.0
tests::decision_limit,cat_solver,0.1.0
tests::moving,cat_solver,0.1.0
tests::solver,cat_solver,0.1.0
test::test_decompression,clickhouse-driver-lz4,0.1.0
test_get_query_subtrees,code-blocks,0.3.0
test_move_block,code-blocks,0.3.0
units::tests::test_convert,cpc,1.9.2
tests::test_can_load_grammar,db3-sqlparser,0.0.1
test_decimal128_ops,dec,0.4.8
test_decimal128_set_exponent,dec,0.4.8
test_decimal128_special_value_coefficient,dec,0.4.8
test_decimal64_ops,dec,0.4.8
test_decimal64_set_exponent,dec,0.4.8
test_decimal64_special_value_coefficient,dec,0.4.8
test_i128_to_decimal128,dec,0.4.8
test_i64_to_decimal64,dec,0.4.8
test_overloading,dec,0.4.8
test_standard_notation_dec_128,dec,0.4.8
test_standard_notation_dec_64,dec,0.4.8
test_u128_to_decimal128,dec,0.4.8
test_u64_to_decimal64,dec,0.4.8
test_dec_double_add,dec-number-sys,0.0.25
test_dec_quad_add,dec-number-sys,0.0.25
test_dec_quad_divide_fma,dec-number-sys,0.0.25
test_dec_quad_remainder,dec-number-sys,0.0.25
test::test_find,dedbg,0.1.1
test::test_replacements,dedbg,0.1.1
parse::tests::static_load_parsers,diffsitter,0.8.1
example,etch,0.4.2
ecdh::tests::ecdh,eth-secp256k1,0.5.7
key::test::invalid_secret_key,eth-secp256k1,0.5.7
key::test::keypair_slice_round_trip,eth-secp256k1,0.5.7
key::test::pubkey_add,eth-secp256k1,0.5.7
key::test::pubkey_from_slice,eth-secp256k1,0.5.7
key::test::pubkey_hash,eth-secp256k1,0.5.7
key::test::pubkey_mul,eth-secp256k1,0.5.7
key::test::skey_from_slice,eth-secp256k1,0.5.7
key::test::skey_inv,eth-secp256k1,0.5.7
key::test::skey_mul,eth-secp256k1,0.5.7
key::test::test_add_exp_bad_context,eth-secp256k1,0.5.7
key::test::test_addition,eth-secp256k1,0.5.7
key::test::test_debug_output,eth-secp256k1,0.5.7
key::test::test_multiplication,eth-secp256k1,0.5.7
key::test::test_out_of_range,eth-secp256k1,0.5.7
key::test::test_pubkey_from_bad_slice,eth-secp256k1,0.5.7
key::test::test_pubkey_from_slice_bad_context,eth-secp256k1,0.5.7
key::test::test_pubkey_serialize,eth-secp256k1,0.5.7
schnorr::tests::capabilities,eth-secp256k1,0.5.7
schnorr::tests::deserialize,eth-secp256k1,0.5.7
schnorr::tests::sign_verify,eth-secp256k1,0.5.7
tests::bad_recovery,eth-secp256k1,0.5.7
tests::capabilities,eth-secp256k1,0.5.7
tests::invalid_pubkey,eth-secp256k1,0.5.7
tests::sign,eth-secp256k1,0.5.7
tests::sign_and_verify,eth-secp256k1,0.5.7
tests::sign_and_verify_extreme,eth-secp256k1,0.5.7
tests::sign_and_verify_fail,eth-secp256k1,0.5.7
tests::sign_with_recovery,eth-secp256k1,0.5.7
tests::signature_der_roundtrip,eth-secp256k1,0.5.7
tests::test_bad_slice,eth-secp256k1,0.5.7
tests::test_debug_output,eth-secp256k1,0.5.7
tests::test_low_s,eth-secp256k1,0.5.7
tests::test_recov_sig_serialize_compact,eth-secp256k1,0.5.7
x25519::tests::diffie_hellman_test,everrs,0.2.1
tests::test_can_load_grammar,experimental-tree-sitter-swift,0.0.3
tests::test_can_parse_basic_file,experimental-tree-sitter-swift,0.0.3
tests::blender_cube,fbx3d,0.1.0
address::tests::generates_a_public_key,generate_bitcoin_paper_wallet,0.1.0
test_compress,gmod-lzma,1.0.1
test_decompress,gmod-lzma,1.0.1
extkey_bip32::tests::test_vector_1,grin_keychain,5.1.2
extkey_bip32::tests::test_vector_2,grin_keychain,5.1.2
extkey_bip32::tests::test_vector_3,grin_keychain,5.1.2
keychain::test::secret_key_addition,grin_keychain,5.1.2
keychain::test::test_key_derivation,grin_keychain,5.1.2
types::test::split_blinding_factor,grin_keychain,5.1.2
types::test::zero_key_addition,grin_keychain,5.1.2
aggsig::tests::test_aggsig_batch,grin_secp256k1zkp,0.7.12
aggsig::tests::test_aggsig_exchange,grin_secp256k1zkp,0.7.12
aggsig::tests::test_aggsig_fuzz,grin_secp256k1zkp,0.7.12
aggsig::tests::test_aggsig_multisig,grin_secp256k1zkp,0.7.12
aggsig::tests::test_aggsig_single,grin_secp256k1zkp,0.7.12
ecdh::tests::ecdh,grin_secp256k1zkp,0.7.12
key::test::invalid_secret_key,grin_secp256k1zkp,0.7.12
key::test::keypair_slice_round_trip,grin_secp256k1zkp,0.7.12
key::test::pubkey_from_slice,grin_secp256k1zkp,0.7.12
key::test::pubkey_hash,grin_secp256k1zkp,0.7.12
key::test::skey_clear_on_drop,grin_secp256k1zkp,0.7.12
key::test::skey_from_slice,grin_secp256k1zkp,0.7.12
key::test::test_add_exp_bad_context,grin_secp256k1zkp,0.7.12
key::test::test_addition,grin_secp256k1zkp,0.7.12
key::test::test_debug_output,grin_secp256k1zkp,0.7.12
key::test::test_inverse,grin_secp256k1zkp,0.7.12
key::test::test_multiplication,grin_secp256k1zkp,0.7.12
key::test::test_negate,grin_secp256k1zkp,0.7.12
key::test::test_out_of_range,grin_secp256k1zkp,0.7.12
key::test::test_pk_combination,grin_secp256k1zkp,0.7.12
key::test::test_pubkey_from_bad_slice,grin_secp256k1zkp,0.7.12
key::test::test_pubkey_from_slice_bad_context,grin_secp256k1zkp,0.7.12
key::test::test_pubkey_serialize,grin_secp256k1zkp,0.7.12
key::test::test_serialize,grin_secp256k1zkp,0.7.12
key::test::test_serialize_serde,grin_secp256k1zkp,0.7.12
pedersen::tests::commit_parse_ser,grin_secp256k1zkp,0.7.12
pedersen::tests::rewind_empty_message,grin_secp256k1zkp,0.7.12
pedersen::tests::rewind_message,grin_secp256k1zkp,0.7.12
pedersen::tests::test_blind_commit,grin_secp256k1zkp,0.7.12
pedersen::tests::test_bullet_proof_multisig,grin_secp256k1zkp,0.7.12
pedersen::tests::test_bullet_proof_single,grin_secp256k1zkp,0.7.12
pedersen::tests::test_bullet_proof_verify_multi,grin_secp256k1zkp,0.7.12
pedersen::tests::test_commit_sum,grin_secp256k1zkp,0.7.12
pedersen::tests::test_from_pubkey,grin_secp256k1zkp,0.7.12
pedersen::tests::test_range_proof,grin_secp256k1zkp,0.7.12
pedersen::tests::test_sign_with_pubkey_from_commitment,grin_secp256k1zkp,0.7.12
pedersen::tests::test_to_pubkey,grin_secp256k1zkp,0.7.12
pedersen::tests::test_verify_commit_sum_one_keys,grin_secp256k1zkp,0.7.12
pedersen::tests::test_verify_commit_sum_random_keys,grin_secp256k1zkp,0.7.12
pedersen::tests::test_verify_commit_sum_random_keys_switch,grin_secp256k1zkp,0.7.12
pedersen::tests::test_verify_commit_sum_zero_keys,grin_secp256k1zkp,0.7.12
tests::bad_recovery,grin_secp256k1zkp,0.7.12
tests::capabilities,grin_secp256k1zkp,0.7.12
tests::invalid_pubkey,grin_secp256k1zkp,0.7.12
tests::sign,grin_secp256k1zkp,0.7.12
tests::sign_and_verify,grin_secp256k1zkp,0.7.12
tests::sign_and_verify_extreme,grin_secp256k1zkp,0.7.12
tests::sign_and_verify_fail,grin_secp256k1zkp,0.7.12
tests::sign_with_recovery,grin_secp256k1zkp,0.7.12
tests::signature_serialize_roundtrip,grin_secp256k1zkp,0.7.12
tests::test_bad_slice,grin_secp256k1zkp,0.7.12
tests::test_debug_output,grin_secp256k1zkp,0.7.12
tests::test_low_s,grin_secp256k1zkp,0.7.12
tests::test_recov_sig_serialize_compact,grin_secp256k1zkp,0.7.12
identify::java_ident::tests::should_parse_impl_java_class,guarding_ident,0.2.7
identify::java_ident::tests::should_parse_import,guarding_ident,0.2.7
identify::java_ident::tests::should_parse_multiple_java_class,guarding_ident,0.2.7
identify::java_ident::tests::should_parse_normal_java_class,guarding_ident,0.2.7
identify::java_ident::tests::should_support_inner_class,guarding_ident,0.2.7
identify::java_ident::tests::should_support_package_name,guarding_ident,0.2.7
identify::js_ident::tests::should_parse_func_location,guarding_ident,0.2.7
