crate_name,version
mrusty,1.0.0
ms-detours,4.0.3
ms-learn-md-parser,0.0.1
ms_toollib,1.4.2
msbfinal_db,0.1.0
msbwt2,0.3.2
msdf,0.2.1
msdf-sys,0.1.0
msdfgen,0.2.1
msdfgen-sys,0.2.1
msg,0.1.1
msg-store-plugin-leveldb,0.5.1
msg_store_database_leveldb_plugin,0.1.0
msg_store_server_api,0.1.1
msgpacknet,0.1.1
msica,0.3.0
msp430-rt-macros,0.4.0
msql-srv,0.10.0
msquic,2.1.3-beta
msr-core,0.3.6
mss_saliency,1.1.0
mtbl,0.2.1
mtbl-sys,0.2.0
mth_calc,0.1.6
mtl,0.1.5
mtly-auction-house,1.4.7
mtpng,0.3.5
muda,0.5.0
muffin,0.1.1
mugle_chain,5.2.0-alpha.5
mugle_config,5.2.0-alpha.5
mugle_core,5.2.0-alpha.5
mugle_keychain,5.2.0-alpha.5
mugle_miner_util,4.0.0
mugle_p2p,5.2.0-alpha.5
mugle_pool,5.2.0-alpha.5
mugle_secp256k1zkp,0.7.12
mugle_servers,5.2.0-alpha.5
mugle_store,5.2.0-alpha.5
mugle_util,5.2.0-alpha.5
mugltf,0.1.2
mujoco-rs-sys,0.0.4
mujs,0.0.3
mula,0.1.1
multiaddr,0.17.1
multibase,0.9.1
multibloom,0.2.0
multican,0.6.0-beta.1
multiformats,0.1.0
multihash,0.18.1
multimarkov,0.3.2
multipart,0.18.0
multipart-2021,0.19.0
multipart-any,0.16.1-p1
multipart-async,0.0.2
multipart-boundary,0.1.0
multipart-rfc7578,0.7.0
multiprocessing,0.1.1
multishot,0.3.0
multistochgrad,0.1.4
multistream-select,0.12.1
multiversx-chain-vm,0.3.0
multiversx-sdk,0.1.1
multiview-estimator,0.1.0
mumble-link,0.1.0
mumble-protocol,0.4.1
mumble-protocol-2x,0.5.0
mumble-sys,0.1.0
mumuse,0.7.0
mun,0.4.0
mun_codegen,0.4.0
mun_memory,0.4.0
mun_runtime,0.4.0
mun_runtime_capi,0.4.0
mun_skeptic,0.4.0
munemo-rs,0.1.1
mupen64plus,0.2.0
mupen64plus-sys,0.1.0
mur3,0.1.0
mure,0.2.2
murmurhash3,0.0.5
murmurhash64,0.3.1
musd,0.2.1
mushin,0.5.0
music-player-graphql,0.1.11
music-player-playback,0.1.13
music-player-tracklist,0.1.8
musli-binary-common,0.0.24
musli-common,0.0.39
musli-json,0.0.39
mut-binary-heap,0.1.0
muta-protocol,0.1.0-alpha.1
muter,0.7.0
mutils,12.5.0
mutiny-core,0.2.5
muxado,0.4.0
muzzman-lib,0.3.5
mvsdk,0.1.1
mvts,0.4.0
mwa_hyperbeam,0.5.1
mwalib,0.16.2
mwbot,0.5.0
mwcas,0.2.0
mx3,1.0.1
my-iot,0.97.0
my-test-app-bergwolf,1.4.0
my_internet_ip,0.1.1
my_public_ip,0.1.0
my_public_ip_server,0.6.0
my_test,0.1.0
myanimelist-rs,0.1.0
mybatis,2.0.4
mybindgen,0.1.0
mycelium_experimental,0.1.0
mycon,0.2.0
myest,0.1.0
mylibrary,1.0.4+dev2
myloginrs,0.1.5
mymq,0.1.0
myopic-core,1.3.0
mysql,23.0.1
mysql_async,0.32.2
mysql_async_wasi,0.31.2
mysql_cdc,0.1.6
mysql_common,0.30.3
mysql_wasi,23.0.1
mysqlbinlog-network,1.0.9
mysqlclient-sys,0.2.5
mystic_light_sdk,0.4.2
mytrie,0.2.2
myutil,3.0.1
mz-avro,0.7.0
mz_rusoto_core,0.46.0
n-roman,0.1.2
n5,0.7.6
nNye_user_queue_persistence,0.1.5
na_print,1.0.0
nabo,0.2.1
nabo-pbc,0.2.1
nacos-rs-sdk,0.1.3
nacos-sdk,0.2.6
nahpack,0.2.0
naia-client-socket,0.20.1
naive-cityhash,0.2.0
naja_async_runtime,0.5.0-deprecated.1
nakago,0.5.0
nakamoto-net-mio,0.1.0
nakamoto-net-poll,0.4.0
nakamoto-wallet,0.4.0
nakji-connector,0.1.0
nalgebra,0.32.2
nalgebra-lapack,0.24.0
nalgebra-numpy,0.3.0
nalu,0.1.0
namaste,0.23.1
namecom_ddns,0.6.1
named-lock,0.3.0
named-semaphore,0.1.0
namegen,0.1.4
nameless,0.13.0
names,0.14.0
namespaces-rs,0.1.1
nan-preserving-float,0.1.0
nannou,0.18.1
nannou_core,0.18.0
nano-get,0.2.4
nano-vanity,0.4.14
nano_time,0.1.0
nanocld,0.3.0
nanocom,0.2.1
nanocurrency-types,0.4.0
nanoid,0.4.0
nanomsg,0.7.2
nanomsg-sys,0.7.2
nanopow-rs,0.3.3
nanorand,0.7.0
nanots,0.1.0
nanovg,1.0.2
naom,1.2.0
napa,0.3.1
naps,0.2.1
nardol,0.0.3
narui_core,0.1.2
narwhal,0.3.0
nasdaq,0.1.0
nash-native-client,0.3.0
nash-protocol,0.3.0
nasoone-lib,0.2.5
nat-poc,0.2.2
nat_traversal,0.3.4
native-pkcs11,0.2.10
native-pkcs11-keychain,0.2.8
native-pkcs11-windows,0.2.8
native-tls,0.2.11
native-tls-gmssl,0.1.0
native-windows-gui,1.0.13
nativeshell,0.1.16
nativeshell_core,0.1.3
natls,2.1.14
natpmp,0.4.0
nats,0.24.0
nats-aflowt,0.16.105
nats_client,0.1.0
nats_test_server,0.3.0
natsclient,0.0.7
natural_slice,0.1.2
nature,1.5.0
nature-demo,1.5.0
naumachia,0.2.0
nauman,1.1.2
nautilus-extension,0.8.0
nautilus-extension-sys,0.8.0
nauty-Traces-sys,0.5.0
nauty-pet,0.10.0
nav-types,0.5.1
navajo,0.0.4
navigation,0.1.7
nazgul,0.1.10
nb2pb,0.1.10
nbd,0.3.0
nbdkit,0.2.0
nblistener,0.1.1
nbody_barnes_hut,0.1.0
nc-renderer,0.1.3
ncase,0.1.1
nccl,5.3.0
nclist,0.1.1
ncmapi,0.1.13
ncnn-rs,0.1.1
ncollide2d,0.33.0
ncollide3d,0.33.0
ncryptf-rs,0.2.9
ncsisc,0.2.5
ncspot,0.13.2
ncursesw,0.6.4
ncursesw-win,0.6.3
nd-triangulation,0.3.4
ndarray,0.15.6
ndarray-histogram,0.2.0
ndarray-linalg,0.16.0
ndarray-numtest,0.2.0
ndarray-rand,0.14.0
ndarray-rblas,0.1.1
ndarray-slice,0.2.2
ndarray-stats,0.5.1
ndarray-tensorflow,0.3.0
ndarray-vision,0.4.0
ndarray-zfp-rs,0.1.0
ndarray_einsum_beta,0.7.0
ndev,0.1.0
ndhistogram,0.8.0
ndi,0.1.2
ndi-sys,0.1.1
ndk-sys,0.4.1+23.1.7779620
ndless,0.8.7
ndless-sys,0.2.0
ndm,0.9.9
ndproxy,0.2.3
ndsort-rs,0.1.16
near-account,0.1.2
near-bigdecimal,0.1.1
near-bindgen,0.6.0
near-cache,0.16.1
near-chain,0.1.0
near-cli-rs,0.4.0
near-client,0.1.1
near-contract-standards,4.1.1
near-contract-standards-sbt,4.1.6
near-contract-tools,0.7.2
near-crypto,0.16.1
near-crypto-v01,0.1.0
near-env,0.1.10
near-fixed-bit-tree,0.0.0
near-helper,0.3.0
near-internal-balances-plugin,0.1.0
near-network,0.1.0
near-non-transferable-token,0.0.5
near-non-transferrable-token,0.0.4
near-pool,0.1.0-pre.1
near-pool-v01,0.1.0
near-primitives,0.16.1
near-primitives-v01,0.1.0
near-runtime,4.0.0-pre.1
near-sdk,4.1.1
near-sdk-contract-tools,0.7.2
near-sdk-sim,4.0.0-pre.9
near-store,0.1.0-pre.1
near-store-v01,2.2.0
near-vm-runner,0.16.1
near-workspaces,0.7.0
near2aurora,0.1.0
near_mimc,1.0.0
neat-gru,1.4.0
neat-rs,0.1.82
nebari,0.5.5
necessist-core,0.1.0-beta.9
necessist-frameworks,0.1.0-beta.9
nedots,0.1.7
needletail,0.5.1
needroleshere,0.3.0
neko,0.1.0
neli,0.7.0-rc1
nell,0.3.0
nemo-extension,0.6.1
nemo-extension-sys,0.5.0
neocmakelsp,0.5.15
neodyn_xc,0.4.0
neon,1.0.0-alpha.4
neon-serde,0.4.0
neon-serde2,0.8.0
neon-serde3,0.10.0
neon-utils,1.1.0
neorg-dirman,0.1.1
neos,0.6.5
neptune,9.0.0
neptune-cli,0.1.2
neptune-common,0.1.0
neptune-lang,0.1.3
neptunium,0.1.0
nerdondon-hopscotch,2.7.0
nereond,0.3.0
nero,0.0.1
nersent_pace,0.6.21
nesdie,0.2.0
neso,0.5.0
nest_analyzer,0.0.1
net-replay,0.3.0
net-route,0.2.5
net-socket-packet,0.1.0
net-utils,0.0.5
net_ensembles,0.5.0
netaheuristics,0.2.0
netapp,0.6.1
netavark,1.6.0
netbeam,0.5.0
netcdf-sys,0.5.1
netconf-rs,0.2.5
netcorehost,0.13.1
netem-trace,0.1.0
netfilter_queue,0.2.1
netfuse,0.1.1
netgauze-bmp-service,0.1.1
nethost-sys,0.6.3
netidx,0.19.8
netidx-archive,0.19.14
netif,0.1.6
netlib-src,0.8.0
netlink-packet,0.1.1
netlink-packet-core,0.5.0
netlink-packet-generic,0.3.2
netlink-packet-route,0.15.0
netlink-packet-sock-diag,0.4.1
netlink-packet-wireguard,0.2.1
netlink-packet-xfrm,0.2.0
netlink-rs,0.0.3
netlink-rust,0.1.0
netlink-sys,0.8.5
netlink-sys-mio-0-8,0.8.3
netlink-wg,0.1.0
netmap_sys,0.1.4
netns-rs,0.1.0
netopt,0.1.3
netperf,0.2.4
netr,0.1.6
netraffic,0.1.0
netsblox-vm,0.1.0
netscape-cookie,0.1.1
netsim,0.2.5
netsim-embed-core,0.4.2
netsnmp-sys,0.1.1
netsnmp-sys-nocrypto,0.1.3
netstat,0.7.0
netstat2,0.9.1
netsuite,0.7.0
nettle,7.2.2
nettle-sys,2.1.1
nettu_scheduler_domain,0.6.0
nettu_scheduler_utils,0.6.0
network-communicator,0.1.1
network-framework-sys,0.1.0
network-interface,1.0.0
network-internet-protocol,0.1.10
network_bridge,0.1.1
networking,0.1.9
networkio,0.1.25
networkit-rs,0.1.0
neural_network,0.1.3
neural_networks_rust,0.3.1
neuro,0.1.0
neuronika,0.2.0
neurs,0.1.1
neust,0.0.1
neutils,0.1.1
neutron-stars,0.8.1
new-tokio-smtp,0.9.1
new_york_utils,0.1.12
newel,0.2.0
newhope,0.3.0
news-flash,2.2.2
newt,0.6.8
newton_rootfinder,0.10.0
nexmark,0.2.0
nexsys,0.0.2
nextest-runner,0.38.0
nextsv,0.7.9
nfc-oath,0.2.0
nflog,0.9.0
nflog-sys,0.1.0
nfnetlink-sys,0.1.0
nfq,0.2.5
nfqueue,0.9.1
nft-metadata,1.1.0
nghttp2-sys,0.1.1
ngrams,1.0.1
ngrok,0.11.3
ngs,0.4.0
ngspice-sys,0.2.1
ni-daqmx-sys,20.7.1
ni-fpga,1.4.1
ni-syscfg,0.2.0
ni-syscfg-sys,20.5.0
nibble8,0.2.0
nice,0.1.9
nice-gst-meet-sys,0.2.0
nice_prompt,0.1.1
niceware,1.0.0
nick,0.0.1
nickel-lang,0.3.1
nightly-async-nats,0.27.1
nightrunner_lib,0.2.1
nihdb,0.3.0
nikisas_test,0.1.0
niko,0.1.8
nimble,0.2.1
nimiq-collections,0.2.0
nimiq-database,0.2.0
nimiq-hash,0.2.0
nimiq-keys,0.2.0
nimiq-messages,0.2.0
nimiq-network,0.2.0
nina,0.0.1
ninja-build,0.0.1
nip_core,0.2.1
nitox,0.1.9
nitrocli,0.4.1
nitrokey,0.9.0
nitrokey-sys,3.7.0
niura,0.1.0
niwl,0.1.0
nix,0.26.2
nix-installer,0.8.0
nix-ptsname_r-shim,0.2.0
nix-user-chroot,1.2.2
nixel,5.2.0
nixpacks,1.7.0
nixpkgs-fmt,1.3.0
nixterm,0.1.2
nixv,0.0.1
nj-sys,3.0.0
nkeys,0.2.0
nl-dump,0.1.3
nlmrs,0.1.7
nlopt,0.6.0
nlprule,0.6.4
nlzss11,1.0.1
nmatoolkit,0.1.0
nn,0.1.6
nnapi,0.1.0
nnapi-sys,0.1.0
nncombinator,0.7.0
nnet,0.0.2
nng-sys,1.4.0-rc.0
nng_async,0.2.0
nnmf_nalgebra,0.1.0
nnnoiseless,0.5.1
nnrs,0.2.3
nnsplit,0.5.9
nnv-rs,0.6.1
no-way,0.4.1
no_deadlocks,1.3.0
noa,0.0.2
noah-algebra,0.4.0
noah-api,0.4.0
noah-bulletproofs,4.0.0
noah-crypto,0.4.0
noah-curve25519-dalek,4.0.0
noah-ed25519-dalek,4.0.0
noah-plonk,0.4.0
noah-smoke-tests,0.4.0
noble-contracts,2.0.0
noble-session-benchmarking,2.0.1
noct,0.1.0
node-cli,2.0.0
node-replication,0.1.1
node_crunch,0.1.0
nodespeak,0.2.1
noice,0.7.1
noindexmap,1.6.1
noir,0.2.0
nois,0.7.0
noise,0.8.2
noise_search,0.8.0
noise_search_deps_librocksdb-sys,0.1.0
noise_search_deps_rocksdb,0.1.1
noise_sv2,0.1.1
noisefunge,0.3.4
noisy_bevy,0.3.0
nolock,0.4.1
nomad-xyz-configuration,0.1.0-rc.1
nomos,0.1.0
nonaquad,0.1.2
nonblock,0.2.0
nonblocking_socket,0.0.2
nonogram,0.3.0
nonvolatile,0.8.3
noosphere-collections,0.5.2
noosphere-core,0.10.1
noosphere-ipfs,0.4.1
noosphere-ns,0.6.1
nopetgraph,0.5.3
noria-dataflow,0.6.0
noria-server,0.6.0
northstar-runtime,0.7.1
norx,0.1.1
norx-permutation,0.1.4
nosleep-mac-sys,0.2.1
nosleep-windows,0.2.1
nostalgia,0.0.1
nostd_async,0.6.0
nostr-bot,0.3.0
nostr-rs-relay,0.7.2
nostr-types,0.4.0
notary,0.0.5
notation_bevy_utils,0.4.2
notedown-error,1.1.10
notice-eventfd,0.1.0
notice-pipe,0.1.0
notifier,0.1.3
notify,5.1.0
notify-forked,4.0.12
notmuch,0.8.0
notmuch-sys,4.4.2
notnow,0.3.3
nova-scotia,0.3.0
nova-snark,0.20.3
novasmt,0.2.20
novault,0.4.2
novel-api,0.4.0
noxious,1.0.4
npc-engine-core,0.1.0
npc-engine-utils,0.1.0
npezza93_tree-sitter-tags,0.20.2
nphysics2d,0.24.0
nphysics3d,0.24.0
nphysics_testbed2d,0.10.0
nphysics_testbed3d,0.10.0
npp-rs,0.0.1
nquery,0.3.1
nscldaq_ringmaster,0.2.2
nsdb_secret,0.2.0
nsga,0.1.2
nsh,0.4.2
nsi-core,0.7.2
nson,0.12.1
nss,0.7.1
nss-gk-api,0.2.1
nss-sys,0.1.9
nsutils,0.0.5
nsvg,0.5.1
ntex,0.6.7
ntex-connect,0.2.1
ntex-grpc,0.3.8
ntex-h2,0.2.3
ntex-io,0.2.9
ntex-mqtt,0.10.3
ntex-redis,0.4.1
ntfs-reader,0.2.0
ntge-core,0.1.0
nthash,0.5.1
ntp-daemon,0.3.2
ntp-os-clock,0.3.2
ntp-proto,0.3.2
ntp-udp,0.3.2
ntree,0.1.0
ntru,0.5.6
ntrumls,0.9.6
ntrumls-plus,0.0.6
ntuple,0.7.0
nu,0.79.0
nu-command,0.79.0
nu-pretty-hex,0.79.0
nucleic-acid,0.1.1
nude,0.3.0
nuid,0.4.1
nuki,0.3.2
nuki-backend-gles,0.2.0
nuki-sys,4.6.1
nuklear-sys,4.0.5
num-bigfloat,1.6.2
num-bigint,0.4.3
num-bigint-dig,0.8.2
num-complex,0.4.3
num-dual,0.6.0
num-format,0.4.4
num-modular,0.5.1
num-prime,0.4.3
num-primes,0.3.0
num-rug-adapter,0.1.5
num-shaman,0.1.0
num_cpus,1.15.0
num_parser,1.0.2
num_threads,0.1.6
numbagoup,0.9.0
numbat,1.0.0
number_easing,0.1.1
number_traits,0.2.4
numberplace-core,0.1.1-1
numconverter,1.1.0
numeric,0.1.4
numopt,0.2.1
numpress,1.1.0
numpy,0.18.0
nut,0.1.1
nutmeg,0.1.2
nuts-rs,0.4.1
nv-card,0.1.2
nvapi_sys_new,0.1.5
nvfbc-sys,0.1.0
nvidia-video-codec-sys,0.1.0
nvim-api,0.2.0
nvim-types,0.2.0
nvml-binding,0.1.0
nvml-rs,0.1.0
nvml-wrapper,0.9.0
nvpair,0.5.0
nvpair-rs,0.3.0
nvpair-sys,0.4.0
nvptx,0.2.3
nvrtc,0.1.3
nvtt_rs,0.10.1
nvtt_sys,0.5.2
nyantec-cert-auth,0.1.1
nyar-number,0.2.4
nydus-api,0.2.2
nydus-app,0.3.2
nydus-blobfs,0.2.0
nydus-error,0.2.3
nydus-rafs,0.2.2
nydus-rs,2.2.0
nydus-service,0.2.0
nydus-storage,0.6.2
nydus-utils,0.4.1
nylisp_eval,0.2.6
nylon,0.1.0
nym,0.1.0
nym-crypto,0.3.0
nymph,0.1.2
nyoom,0.0.1
nyx-space,1.1.2
o2lsh,0.1.0
oal-sys,0.0.2
oars,3.0.1
oasis-game-client-proxy,0.9.0
oasis-game-contract,0.9.1
oasis-game-core,0.9.0
oasis-std,0.4.1
oatbar,0.0.14
oats,0.1.0
oauth-1a,0.1.1
oauth-client,0.8.0
oauth-client-async,0.4.0
oauth-client-fix,0.1.5
oauth1-header,0.1.0
oauth1-request,0.6.0
oauth2,4.3.0
oauth2-client,0.2.0
oauth2-noserver-rs,0.1.0
oauth2_noserver,0.1.2
oauthcli,2.0.0-beta-2
oberon,2.1.0
obex,0.2.0
obfustring,0.5.0
obj-rs,0.7.1
objc,0.2.7
objc-foundation,0.1.1
objc-macros,0.1.0
objc-sys,0.3.0
objc2,0.3.0-beta.3.patch-leaks.3
objc2-foundation,0.2.0-alpha.6
objc_id,0.1.1
object,0.31.0
object-alloc-test,0.1.0
object_store,0.5.6
objectid,0.2.0
objrs,0.0.2
objrs_macros,0.0.2
oblivc,0.1.2
oblivious-transfer,0.0.1
obnam,0.8.0
obnth,0.1.1
oboe-sys,0.5.0
obstack,0.1.4
oca-rs,0.2.29
oca-rust,0.2.23
occlum-pal,0.1.5
oci-image-spec,0.1.0
oci_rs,0.8.0
ockam,0.86.0
ockam_abac,0.20.0
ockam_api,0.29.0
ockam_command,0.86.0
ockam_core,0.80.0
ockam_entity,0.35.0
ockam_identity,0.74.0
ockam_multiaddr,0.20.0
ockam_transport_tcp,0.81.0
ockam_transport_udp,0.20.0
ockam_vault,0.76.0
ocl,0.19.4
ocl-algebra,0.1.0
ocl-convolution,0.3.0
ocl-core,0.11.3
ocl-interop,0.1.5
ocl-stream,0.3.5
octane,0.1.2
octarine,0.3.3
octavo,0.1.1
octavo-crypto,0.1.1
octorust,0.3.2
oculante,0.6.63
oculussdk-sys,0.1.0
ocypod,0.8.0
odbc,0.17.0
odbc-api,0.57.0
odbc-ffi,0.2.4
odbc-futures,0.2.2
odbc-safe,0.6.0
odbc-sys,0.21.4
ode_integrate,0.0.2
odht,0.3.1
odin,0.1.0
odoh-client-rs,0.1.9
odoh-rs,1.0.1
odoo-api,0.2.5
odoors,0.3.0
ofdb-entities,0.12.0
offline_license_rs,0.1.0
offscreen_gl_context,0.25.1
offstage,0.1.1
offwall,1.1.0
ofiles,0.2.0
ofps,0.1.0
ofx,0.3.0
og-libwebp-sys,0.1.2
og_image_writer,0.11.0
ogg,0.9.0
ogg-opus,0.1.2
ogg_next_sys,0.1.2
ohsl,0.7.6
ohttp,0.3.1
oic,0.1.0
oid2,0.1.0
ointers,4.0.0
ojcmp,0.4.0
ojichat,0.1.3
okta,0.4.0
okvs,0.2.0
old-http,0.1.1-pre
olio,1.4.0
olm,0.1.2
olm-rs,2.2.0
olm-sys,1.3.2
om-fork-ep-miniaudio-sys,2.6.0
omegaupload-common,0.2.0
omikuji,0.5.0
oml-game,0.37.0-alpha
ommui_frontend_gtk,0.3.19
omn-sprites,0.1.0
omnipaxos,0.1.0
omnitigs,2.2.0
omst,2.0.0
on-off-sequence-output,0.2.0
one-d-six,0.5.0
one-of-many-proofs,0.1.0
one-time,0.1.0
one-time-signatures-cry4,0.1.1
one_err,0.0.8
one_way_slot_map,0.4.2
onednn-sys,0.0.1
onefetch,2.17.1
oneshot,0.1.5
onetime-cli,0.3.0
onetun,0.3.4
onft,0.1.0-beta.2
oni-comb-parser-rs,0.0.87
oni-comb-uri-rs,0.2.72
oni_simulator,0.1.2
onig,6.4.0
onig_sys,69.8.1
onigmo,0.0.1
oniguruma,0.3.0
onionpipe,0.3.2
onionsalt,0.4.2
onlinecode,0.1.1
onlinematching,0.3.1
onload,0.2.0
onnx-shape-inference,1.1.0
onnxruntime,0.0.14
onnxruntime-sys,0.0.14
onnxruntime-sys-patch,0.0.14
ontio-std,0.5.0
oo-bindgen,0.8.3
oo7,0.1.2
oolisp,0.1.9
ooxml,0.2.6
oozz,0.4.1
opa,0.9.0
opaque-ke,3.0.0-pre.2
opaquebind,0.2.1
opc,0.3.0
opcalc,0.2.1
opcua,0.11.0
opcua-crypto,0.9.1
open-block-ei-open-roles-near-core,0.1.0
open-cl-core,0.2.1
open-cl-low-level,0.2.1
open-coroutine,0.2.0
open-coroutine-core,0.2.0
open-metrics-client,0.14.0
open189,0.1.1
open_ai,0.1.1
open_creator_protocol,0.3.5
open_in_editor,0.2.0
open_ttt_lib,0.2.2
openalgebra,0.0.1
openapitor,0.0.5
openat,0.1.21
openat-ext,0.2.3
openat2,0.1.2
openat_ct,0.2.0-pre10
openbabel,0.5.3
openbabel-sys,0.5.3+openbabel-3.1.1
openbanking,0.1.0
openblas-src,0.10.8
openbook_dex,0.5.6
opencc,0.3.0
opencc-rs,0.3.0
opencl-api,0.1.2
opencl-sys,0.2.4
opencl3,0.9.2
opencloudtiles,0.1.11
opencv,0.81.0
opendal,0.33.2
opendp,0.6.2
opendp-ffi,0.4.0
opendrive,0.1.0+1.7.0
openfair,0.1.1
openfare,0.6.2
openfare-lib,0.6.2
opengauss-protocol,0.1.0
openh264,0.4.0
openh264-sys,1.0.3
openh264-sys2,0.4.0
openidconnect,3.0.0
openjpeg-sys,1.0.9
openldap,1.2.2
openmls,0.4.1
openmls_evercrypt,0.1.0
openmp-sys,1.2.3
openmpt,0.3.1
openmpt-sys,0.2.0
openpgp,0.2.0
openpgp-ca-lib,0.13.0-alpha.1
openpol,0.3.0
openqasm,0.1.2
openraft,0.7.6
openrr-apps,0.1.0
openrr-gui,0.1.0
openrr-planner,0.1.0
opensc,0.0.0
opensensor,0.4.0
opensimplex,0.2.0
openslide,0.2.0
opensrdk-linear-algebra,0.9.3
opensrdk-optimization,0.1.4
opensrdk-probability,0.8.9
opensrv-clickhouse,0.4.0
openssh,0.9.9
openssl,0.10.52
openssl-errors,0.2.0
openssl-hkdf,0.2.0
openssl-kdf,0.4.1
openssl-magic-public-key,0.1.0
openssl-rehash,0.1.1
openssl-verify,0.2.0
openssl_enc,0.1.0
openssl_to_rfc,0.4.0
opensubdiv-petite-sys,0.2.0
opentelemetry-application-insights,0.25.0
opentelemetry-dynatrace,0.3.0
opentelemetry-jaeger,0.18.0
opentelemetry-otlp,0.12.0
opentelemetry-proto,0.2.0
opentelemetry-spanprocessor-any,0.17.0
opentelemetry_sdk,0.19.0
openthread-sys,0.1.4
opentls,0.2.1
opentok,1.0.4
opentok-server,0.1.3
opentracingrust,0.4.0
opentracingrust_zipkin,0.3.1
openvdb-sys,0.0.1
openvino-sys,0.5.0
openvr,0.6.0
openweathermap,0.2.4
openzwave,0.1.1
openzwave-sys,0.1.1
oper,0.5.0
operational-transform,0.6.1
operator_advisor,0.1.8
ophelia-bls-amcl,0.3.1
ophelia-blst,0.3.1
ophelia-ed25519,0.3.2
oping,0.4.0
oppai-rs,0.2.3
oppgave,0.1.0
optic,2.0.1
optimath,0.3.1
optimization,0.2.0
optimization_engine,0.7.7
optimum,0.0.4
optimus,0.2.1
ordered-float,3.7.0
optivorbis,0.1.3
optix,0.2.0
optlib,0.4.0
optrs,0.1.0
opus,0.3.0
opus-sys2,0.1.0
opusfile-rs,0.1.4
oqs,0.7.2
oracle,0.5.7
oramfs,1.0.0
orbclient,0.3.45
orbtk-api,0.3.1-alpha3
orbtk-core,0.3.1-alpha4
orchard,0.4.0
orcs,0.0.8
ord,0.5.2
ord-lmdb-rs,0.7.7
ord-lmdb-zero,0.4.5
ordbog,0.1.0
order-stat,0.1.3
ordered-varint,2.0.0
ordermap,0.4.2
ordist,0.2.0
ordslice,0.3.0
ore-rs,0.7.0
orgize,0.9.0
origen,2.0.0-dev.5
origen_metal,0.5.0
orkhon,0.2.3
orogene,0.3.23
ors,0.0.12
ors-sys,0.0.8
orset,0.2.0
ort,1.14.6
ort-core,0.2.0
ort_custom_op,0.2.0
os-core,0.2.0
os-id,3.0.1
os-sync,0.3.3
os-thread-local,0.1.3
os-timer,1.0.10
os_clock,0.3.1
os_pipe,1.1.4
os_socketaddr,0.2.4
os_stat,0.1.0
os_utils,0.0.1
oscen,0.1.4
osintui,0.1.1
oskr,1.0.0-rc.5
osm-gps-map-sys,0.2.5
osm-tile-downloader,0.2.5
osm_pbf2json,0.2.2
osmgpsmap-sys,0.2.16
osmgraphing,1.1.1
osmnodecache,0.8.0
osmo-bindings-test,0.5.1
osmo-reflect,0.5.1
osmojit-sys,0.4.0
osmosis-test-tube,15.1.0
osmosis-testing,0.13.2
osoy,0.5.1
osqp,0.6.2
osqp-rust,0.6.2
osqp-sys,0.6.2
osrandom,0.1.0
osrs-cli,2.0.0
osshkeys,0.6.2
ossuary,0.5.1
ostn02_phf,0.1.13
ostree-ext,0.10.7
ostree-sys,0.13.0
osutils,0.1.0
ot-rs,0.1.0
otopr,0.4.0
otp_generator,0.1.0
otter,1.2.1
ouch,0.4.1
ouou_dictation,0.1.0
oura,2.0.0-alpha.2
oursh,0.4.4
out,8.0.0
outagefs,0.1.0
outils,0.3.0
outmove-common,0.1.0
outoforderfs,0.1.1
over-there,0.1.0-alpha.2
overclock,0.1.13
overlord,0.4.2
