error_id,crate_name,version,test_name,error_type,error_text,full_error_text,passed_in_tree_borrows
72,ctaes-sys,0.1.0,tests::aes_gcm_decrypt_test_vectors,Undefined Behavior,constructing invalid value at .value.data.parent1.parent1.parent1.data.0[0],"Undefined Behavior: constructing invalid value at .value.data.parent1.parent1.parent1.data.0[0]: encountered uninitialized memory, but expected an integer",FALSE
72,ctaes-sys,0.1.0,tests::aes_gcm_encrypt_test_vectors,Undefined Behavior,constructing invalid value at .value.data.parent1.parent1.parent1.data.0[0],"Undefined Behavior: constructing invalid value at .value.data.parent1.parent1.parent1.data.0[0]: encountered uninitialized memory, but expected an integer",FALSE
74,datafusion,31.0.0,datasource::physical_plan::json::tests::nd_json_exec_file_mixed_order_projection::case_4,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
74,datafusion,31.0.0,datasource::physical_plan::json::tests::nd_json_exec_file_projection::case_4,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
74,datafusion,31.0.0,datasource::physical_plan::json::tests::nd_json_exec_file_with_missing_column::case_4,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
74,datafusion,31.0.0,datasource::physical_plan::json::tests::nd_json_exec_file_without_projection::case_4,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
74,datafusion,31.0.0,datasource::physical_plan::json::tests::test_chunked_json::case_4::chunk_size_1_10,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
74,datafusion,31.0.0,datasource::physical_plan::json::tests::test_chunked_json::case_4::chunk_size_2_20,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
74,datafusion,31.0.0,datasource::physical_plan::json::tests::test_chunked_json::case_4::chunk_size_3_30,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
74,datafusion,31.0.0,datasource::physical_plan::json::tests::test_chunked_json::case_4::chunk_size_4_40,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
