error_id,crate_name,version,test_name,error_type,error_text,full_error_text,passed_in_tree_borrows,num_occurrences
285,pqcrypto-mqdss,0.3.0,mqdss64::test::test_sign,Undefined Behavior,incorrect number of arguments for `getrandom` syscall,"Undefined Behavior: incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4",FALSE,2
286,pqcrypto-newhope,0.1.2,ffi::test_newhope1024cca_clean::test_ffi,Undefined Behavior,incorrect number of arguments for `getrandom` syscall,"Undefined Behavior: incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4",FALSE,2
287,pqcrypto-newhope,0.1.2,ffi::test_newhope1024cpa_clean::test_ffi,Undefined Behavior,incorrect number of arguments for `getrandom` syscall,"Undefined Behavior: incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4",FALSE,2
288,pqcrypto-newhope,0.1.2,ffi::test_newhope512cca_clean::test_ffi,Undefined Behavior,incorrect number of arguments for `getrandom` syscall,"Undefined Behavior: incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4",FALSE,2
289,pqcrypto-newhope,0.1.2,ffi::test_newhope512cpa_clean::test_ffi,Undefined Behavior,incorrect number of arguments for `getrandom` syscall,"Undefined Behavior: incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4",FALSE,2
290,pqcrypto-qtesla,0.1.1,ffi::test_qteslapi_clean::test_ffi,Undefined Behavior,incorrect number of arguments for `getrandom` syscall,"Undefined Behavior: incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4",FALSE,1
291,pqcrypto-qtesla,0.1.1,qteslapiii::test::test_sign,Undefined Behavior,incorrect number of arguments for `getrandom` syscall,"Undefined Behavior: incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4",FALSE,2
292,pqcrypto-threebears,0.2.0,babybearephem::test::test_kem,Undefined Behavior,incorrect number of arguments for `getrandom` syscall,"Undefined Behavior: incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4",FALSE,2
293,pqcrypto-threebears,0.2.0,babybear::test::test_kem,Undefined Behavior,incorrect number of arguments for `getrandom` syscall,"Undefined Behavior: incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4",FALSE,2
294,pqcrypto-threebears,0.2.0,ffi::test_mamabearephem_clean::test_ffi,Undefined Behavior,incorrect number of arguments for `getrandom` syscall,"Undefined Behavior: incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4",FALSE,2
295,pqcrypto-threebears,0.2.0,ffi::test_mamabear_clean::test_ffi,Undefined Behavior,incorrect number of arguments for `getrandom` syscall,"Undefined Behavior: incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4",FALSE,2
296,pqcrypto-threebears,0.2.0,ffi::test_papabearephem_clean::test_ffi,Undefined Behavior,incorrect number of arguments for `getrandom` syscall,"Undefined Behavior: incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4",FALSE,2
297,pqcrypto-threebears,0.2.0,ffi::test_papabear_clean::test_ffi,Undefined Behavior,incorrect number of arguments for `getrandom` syscall,"Undefined Behavior: incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4",FALSE,2
301,rabbitizer,1.7.9,tests::test_instruction_checks,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE,2
302,rs-secp256k1,0.5.7,tests::signature_lax_der,Undefined Behavior,constructing invalid value at .value.0[0],"Undefined Behavior: constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer",FALSE,1
303,rs-secp256k1,0.5.7,key::test::test_pubkey_from_slice_bad_context,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,1
304,rs-secp256k1,0.5.7,ecdh::tests::ecdh,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,33
305,rsbx,2.0.0,multihash_tests::test_vectors::blake2b_512_test_vectors,Undefined Behavior,constructing invalid value at .value[0],"Undefined Behavior: constructing invalid value at .value[0]: encountered uninitialized memory, but expected an integer",FALSE,2
306,rsofa,0.4.5,tests::test_apcg,Undefined Behavior,"attempting a read access using <110277> at alloc28641[0x18], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x18], but that tag does not exist in the borrow stack for this location",TRUE,1
307,rsofa,0.4.5,tests::test_apci,Undefined Behavior,"attempting a read access using <110277> at alloc28641[0x18], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x18], but that tag does not exist in the borrow stack for this location",TRUE,1
308,rsofa,0.4.5,tests::test_apco,Undefined Behavior,"attempting a read access using <110277> at alloc28641[0x18], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x18], but that tag does not exist in the borrow stack for this location",TRUE,1
309,rsofa,0.4.5,tests::test_tr,Undefined Behavior,"attempting a read access using <110940> at alloc28858[0x18], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x18], but that tag does not exist in the borrow stack for this location",TRUE,1
310,rsofa,0.4.5,tests::test_trxp,Undefined Behavior,"attempting a read access using <110269> at alloc28642[0x18], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x18], but that tag does not exist in the borrow stack for this location",TRUE,1
311,rsofa,0.4.5,tests::test_trxpv,Undefined Behavior,"attempting a read access using <110877> at alloc28819[0x18], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x18], but that tag does not exist in the borrow stack for this location",TRUE,1
312,rsofa,0.4.5,tests::test_ab,Undefined Behavior,"attempting a read access using <110937> at alloc28855[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",TRUE,1
313,rsofa,0.4.5,tests::test_pv,Undefined Behavior,"attempting a write access using <110937> at alloc28857[0x18], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a write access using <> at alloc[0x18], but that tag does not exist in the borrow stack for this location",TRUE,1
314,rsofa,0.4.5,tests::test_zr,Undefined Behavior,"attempting a write access using <110778> at alloc28808[0x18], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a write access using <> at alloc[0x18], but that tag does not exist in the borrow stack for this location",TRUE,1
315,rsofa,0.4.5,tests::test_a2af,Undefined Behavior,"attempting a write access using <110267> at alloc28639[0x4], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a write access using <> at alloc[0x4], but that tag does not exist in the borrow stack for this location",TRUE,1
316,rsofa,0.4.5,tests::test_a2tf,Undefined Behavior,"attempting a write access using <110267> at alloc28639[0x4], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a write access using <> at alloc[0x4], but that tag does not exist in the borrow stack for this location",TRUE,1
317,rsofa,0.4.5,tests::test_zp,Undefined Behavior,"attempting a write access using <110775> at alloc28805[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a write access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",TRUE,1
318,rsofa,0.4.5,tests::test_tpxev,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has size 8, so pointer to 8 bytes starting at offset 8 is out-of-bounds",FALSE,1
319,rsofa,0.4.5,tests::test_xy06,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,1
320,rsworld-sys,0.1.0,tests::test_code_aperiodicity,LLI interoperation error,Unsupported LLVM Type,"LLI interoperation error: Unsupported LLVM Type: { i64, i1 }",FALSE,1
321,rsworld-sys,0.1.0,tests::test_decode_aperiodicity,LLI interoperation error,Unsupported LLVM Type,"LLI interoperation error: Unsupported LLVM Type: { i64, i1 }",FALSE,1
322,rtreec,0.1.0,tests::rtreec_new,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE,1
325,rustc-llvm-proxy,0.2.0,module_creation,Test Failed,NA,"test failed, to rerun pass `--test llvm-api`",FALSE,1
327,rustsat-kissat,0.1.1,small_unsat,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7f2181ae2868[noalloc] is a dangling pointer (it has no provenance),FALSE,1
328,rustsat-kissat,0.1.1,test::tiny_instance_unsat,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7f25733f9868[noalloc] is a dangling pointer (it has no provenance),FALSE,1
329,rustsat-kissat,0.1.1,test::build_destroy,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7f2bad0c6868[noalloc] is a dangling pointer (it has no provenance),FALSE,1
330,rustsat-kissat,0.1.1,test::tiny_instance_sat,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7f55a64b7868[noalloc] is a dangling pointer (it has no provenance),FALSE,1
331,rustsat-kissat,0.1.1,test::configure,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7f6564ced868[noalloc] is a dangling pointer (it has no provenance),FALSE,1
332,rustsat-kissat,0.1.1,test::options,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7f7cb51a9868[noalloc] is a dangling pointer (it has no provenance),FALSE,1
333,rustsat-kissat,0.1.1,sat_small_sat,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7f8a812b1868[noalloc] is a dangling pointer (it has no provenance),FALSE,1
334,rustsat-kissat,0.1.1,unsat_small_unsat,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7f9b5e694868[noalloc] is a dangling pointer (it has no provenance),FALSE,1
335,rustsat-kissat,0.1.1,small_sat,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7fac621cd868[noalloc] is a dangling pointer (it has no provenance),FALSE,1
336,rustsat-kissat,0.1.1,test::limit,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7fc2f01c1868[noalloc] is a dangling pointer (it has no provenance),FALSE,1
337,rustsat-kissat,0.1.1,test::build_two,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7fc33da35868[noalloc] is a dangling pointer (it has no provenance),FALSE,1
338,rustsat-kissat,0.1.1,unsat_small_sat,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7fd90b0f5868[noalloc] is a dangling pointer (it has no provenance),FALSE,1
339,rustsat-kissat,0.1.1,sat_small_unsat,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7fe46e243868[noalloc] is a dangling pointer (it has no provenance),FALSE,1
341,s-secp256k1,0.5.7,tests::signature_lax_der,Undefined Behavior,constructing invalid value at .value.0[0],"Undefined Behavior: constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer",FALSE,1
342,s-secp256k1,0.5.7,key::test::test_pubkey_from_slice_bad_context,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,1
343,s-secp256k1,0.5.7,ecdh::tests::ecdh,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,33
344,satisfactory-save-file,0.2.0,tests::parse,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE,1
345,saxx,0.1.2,tests::esaxx_compact,Undefined Behavior,out-of-bounds pointer use,Undefined Behavior: out-of-bounds pointer use: 0x64[noalloc] is a dangling pointer (it has no provenance),FALSE,1
346,saxx,0.1.2,tests::esa_from_slice,Undefined Behavior,out-of-bounds pointer use,Undefined Behavior: out-of-bounds pointer use: 0x74[noalloc] is a dangling pointer (it has no provenance),FALSE,1
352,sgp4-rs,0.4.0,sgp4_sys::tests::test_errors,Undefined Behavior,"attempting a write access using <101908> at alloc26139[0xf], but that tag only grants SharedReadOnly permission for this location","Undefined Behavior: attempting a write access using <> at alloc[0xf], but that tag only grants SharedReadOnly permission for this location",FALSE,9
353,smalloca,0.1.0,tests::dyn_smalloca_test,Undefined Behavior,"accessing memory with alignment 1, but alignment 8 is required","Undefined Behavior: accessing memory with alignment 1, but alignment 8 is required",FALSE,1
354,smalloca,0.1.0,tests::inner_fucntion_call_test,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,5
355,smile,0.1.1,base64::test::encode,Undefined Behavior,"attempting a read access using <98608> at alloc25553[0x1], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x1], but that tag does not exist in the borrow stack for this location",TRUE,1
356,smile,0.1.1,base64::test::decode,Undefined Behavior,"attempting a read access using <98611> at alloc25553[0x1], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x1], but that tag does not exist in the borrow stack for this location",TRUE,1
360,snarkvm-algorithms,0.14.6,fft::domain::tests::test_roots_of_unity,the main thread terminated without waiting for all remaining threads,NA,the main thread terminated without waiting for all remaining threads,FALSE,6
361,snarkvm-parameters,0.14.6,testnet3::test_powers_of_beta_27_usrs,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE,2
363,softfloat-wrapper,0.3.4,f128::tests::f128_compare,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE,2
364,softfloat-wrapper-riscv,0.1.0,f128::tests::f128_compare,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE,1
367,spdkit-nauty,0.1.1,test_nauty,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7fab3c681868[noalloc] is a dangling pointer (it has no provenance),FALSE,1
368,spdkit-nauty,0.1.1,nauty::test_nauty_labels,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7fca70716868[noalloc] is a dangling pointer (it has no provenance),FALSE,1
369,special-fun,0.2.0,cephes_double::shichi,LLI interoperation error,LLVM field count mismatch,"LLI interoperation error: LLVM field count mismatch: cannot convert an LLVM value with 1 fields to a Rust value of type (), which has 0 fields.",FALSE,1
370,special-fun,0.2.0,cephes_double::sici,LLI interoperation error,LLVM field width mismatch,"LLI interoperation error: LLVM field width mismatch: cannot convert an LLVM field of width 4 to a Rust field of type f64, which has width 8",FALSE,1
371,speex-safe,0.6.0,bits::test::creates_and_drops,Undefined Behavior,constructing invalid value at .value.reserved1,"Undefined Behavior: constructing invalid value at .value.reserved1: encountered uninitialized memory, but expected an integer",FALSE,3
372,spng,0.2.0-alpha.2,decode,Undefined Behavior,"trying to retag from <99212> for Unique permission at alloc25959[0x0], but that tag does not exist in the borrow stack for this location","Undefined Behavior: trying to retag from <> for Unique permission at alloc[0x0], but that tag does not exist in the borrow stack for this location",FALSE,8
373,spritz_cipher,0.1.0,c_check::compare_arduino,LLI interoperation error,LLVM field count mismatch,"LLI interoperation error: LLVM field count mismatch: cannot convert an LLVM value with 1 fields to a Rust value of type (), which has 0 fields.",FALSE,1
376,strawboat,0.2.6,io::test_basic,unknown unstable option,`miri-llvm-log`,unknown unstable option: `miri-llvm-log`,FALSE,8
377,sway-ir,0.46.0,constants,Undefined Behavior,"accessing memory with alignment 1, but alignment 16 is required","Undefined Behavior: accessing memory with alignment 1, but alignment 16 is required",FALSE,1
380,tarantool,2.0.0,decimal::test::cmp,Undefined Behavior,constructing invalid value at .value.lsu[6],"Undefined Behavior: constructing invalid value at .value.lsu[6]: encountered uninitialized memory, but expected an integer",FALSE,3
382,tetsy-secp256k1,0.7.0,ecdh::tests::ecdh,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,31
383,tetsy-secp256k1,0.7.0,key::test::test_pubkey_from_slice_bad_context,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,1
385,tinylj,0.1.3,do_bad_file,Miri Internal Error,NA,the compiler unexpectedly panicked. this is a bug.,FALSE,9
386,tinyspline-sys,0.2.0,tests::interpolation,memory leaked,"alloc25545 (C heap, size","memory leaked: alloc (C heap, size: 256, align: 16), allocated here:",FALSE,1
407,tree-sitter-cpp,0.20.3,tests::can_load_grammar,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE,1
411,tree-sitter-cuda,0.20.3,tests::test_can_load_grammar,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE,1
525,trezor-crypto-lib,0.1.1,dalek_sign_donna_verify,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,3
526,trezor-crypto-lib,0.1.1,batch_verify_dalek_donna,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,1
527,triangle-rs,0.1.2,tests::area,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,1
529,trussed,0.1.0,tests::aead,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE,1
530,tsf-sys,0.2.0,tests::load_memory,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,1
531,tweetnacly,0.1.3,tweetnacl::crypto_sign,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,1
532,tweetnacly,0.1.3,tweetnacl::crypto_box,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,1
539,volcasample-sys,0.1.0,tests::convert_pattern_data,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE,1
540,vtkio,0.6.3,hexahedron_lzma_pvtu,Undefined Behavior,"accessing memory with alignment 1, but alignment 16 is required","Undefined Behavior: accessing memory with alignment 1, but alignment 16 is required",FALSE,1
542,webp-animation,0.8.0,webp_data::tests::test_encoder,Undefined Behavior,dereferencing pointer failed,Undefined Behavior: dereferencing pointer failed: null pointer is a dangling pointer (it has no provenance),FALSE,1
544,webrtc-vad,0.4.0,test::is_voice_segment,Undefined Behavior,"attempting a read access using <102220> at alloc25379[0x4], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x4], but that tag does not exist in the borrow stack for this location",TRUE,1
548,x42ltc-sys,0.0.5,ltc_decode_timecode_dot_raw,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,1
549,xdrfile,0.3.0,c_abi::xdrfile_trr::tests::test_read_trr_nframes,Undefined Behavior,"attempting a write access using <108849> at alloc28304[0x0], but that tag only grants SharedReadOnly permission for this location","Undefined Behavior: attempting a write access using <> at alloc[0x0], but that tag only grants SharedReadOnly permission for this location",FALSE,1
550,xdrfile,0.3.0,c_abi::xdrfile_xtc::tests::test_read_xtc_nframes,Undefined Behavior,"attempting a write access using <108867> at alloc28307[0x0], but that tag only grants SharedReadOnly permission for this location","Undefined Behavior: attempting a write access using <> at alloc[0x0], but that tag only grants SharedReadOnly permission for this location",FALSE,1
552,xxhrs,2.0.0,tests::test_hash_set,Undefined Behavior,constructing invalid value at .value.reserved64,"Undefined Behavior: constructing invalid value at .value.reserved64: encountered uninitialized memory, but expected an integer",FALSE,2
553,xxhrs,2.0.0,tests::test_build_hasher,Undefined Behavior,constructing invalid value at .value.reserved,"Undefined Behavior: constructing invalid value at .value.reserved: encountered uninitialized memory, but expected an integer",FALSE,2
557,yatima-core,0.1.1,literal::tests::test_expand,Undefined Behavior,"trying to retag from <278389> for SharedReadOnly permission at alloc43541[0x0], but that tag does not exist in the borrow stack for this location","Undefined Behavior: trying to retag from <> for SharedReadOnly permission at alloc[0x0], but that tag does not exist in the borrow stack for this location",TRUE,1
558,ytnef,0.2.0,tnef::test::new_from_file,memory leaked,"alloc25302 (Rust heap, size","memory leaked: alloc (Rust heap, size: 4, align: 4), allocated here:",FALSE,1
562,zmq,0.10.0,test_z85,memory leaked,"alloc25818 (Rust heap, size","memory leaked: alloc (Rust heap, size: 41, align: 1), allocated here:",FALSE,1
563,zmq2,0.5.0,test_z85,memory leaked,"alloc25818 (Rust heap, size","memory leaked: alloc (Rust heap, size: 41, align: 1), allocated here:",FALSE,1
565,advocat,3.0.0,fetch::credentials::test::credentials_build_form_test,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,1
566,aigc_keychain,5.1.2,extkey_bip32::tests::test_vector_1,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,7
567,arkiv,0.5.0,tar_bz2_archive,Undefined Behavior,"attempting a read access using <116643> at alloc30489[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",FALSE,1
568,ast-grep-config,0.12.1,constraints::test::test_serializable_kind,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has size 10, so pointer to 1 byte starting at offset 10 is out-of-bounds",FALSE,6
569,ast-grep-config,0.12.1,relational_rule::test::test_inside_field,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has size 13, so pointer to 1 byte starting at offset 13 is out-of-bounds",FALSE,1
570,ast-grep-config,0.12.1,constraints::test::test_non_serializable_kind,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has size 15, so pointer to 1 byte starting at offset 15 is out-of-bounds",FALSE,1
571,ast-grep-config,0.12.1,relational_rule::test::test_has_until_should_be_inclusive,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has size 20, so pointer to 1 byte starting at offset 20 is out-of-bounds",FALSE,3
572,ast-grep-config,0.12.1,constraints::test::test_rule_with_constraints,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,28
573,ast-grep-core,0.12.1,matcher::kind::test::test_kind_potential_kinds,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has size 16, so pointer to 1 byte starting at offset 16 is out-of-bounds",FALSE,1
574,ast-grep-core,0.12.1,match_tree::test::test_ellipsis_end,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,100
575,ast-grep-tree-sitter-c-sharp,0.20.0,tests::can_load_grammar,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,1
576,atms,0.1.0,multi_sig::tests::serde_pk,Undefined Behavior,"attempting a read access using <660755> at alloc307999[0x1], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x1], but that tag does not exist in the borrow stack for this location",FALSE,1
577,atms,0.1.0,multi_sig::tests::serde_sig,Undefined Behavior,"attempting a read access using <385000> at alloc135963[0x1], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x1], but that tag does not exist in the borrow stack for this location",FALSE,1
578,aws-fully-qualified-names,2.1.2,languages::java::test::find_names_in_for_variable_assignment,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,39
579,aws-fully-qualified-names,2.1.2,languages::python::test::finds_boto3_resource,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,37
580,bad64,0.6.0,testcases,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has size 16, so pointer to 4 bytes starting at offset 16 is out-of-bounds",FALSE,1
581,basis-universal,0.3.0,encoding::encoding_tests::test_new_compressor,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,3
582,bitsign,0.1.1,tests::test_generate,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,1
583,bitsign,0.1.1,tests::test_verify,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,2
584,brioche-ducc,0.1.2-brioche,tests::array::elements,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has been freed, so this pointer is dangling",FALSE,40
585,brotli2,0.3.2,drop_writer_incomplete_input_no_loop,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,14
586,brotli2,0.3.2,raw::tests::compress_buf_smoke,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,2
587,bsalib,0.1.0,v105::tests::write_read_identity_bsa_compressed,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has size 8, so pointer to 56 bytes starting at offset 32 is out-of-bounds",FALSE,2
588,btc-transaction-utils,0.9.0,multisig::tests::test_redeem_script_builder_incorrect_quorum,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,4
589,bzip2,0.4.4,read::tests::multistream_read_till_eof,Undefined Behavior,"attempting a read access using <102235> at alloc26447[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",FALSE,11
590,bzip2,0.4.4,read::tests::empty,Undefined Behavior,"attempting a read access using <101853> at alloc26304[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",FALSE,3
591,bzip2,0.4.4,bufread::tests::bug_61,Undefined Behavior,"attempting a read access using <102080> at alloc26406[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",FALSE,1
592,capstone,0.11.0,test::test_arch_arm64,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE,2
593,capstone,0.11.0,test::test_arch_m680x_detail,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,1
594,capstone,0.11.0,test::test_arch_sparc,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,2
595,capstone,0.11.0,test::test_skipdata,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,1
596,capstone,0.11.0,test::test_instruction_details,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,2
597,capstone,0.11.0,test::test_arch_x86,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,2
598,capstone,0.11.0,test::test_detail_false_fail,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,6
599,casper-execution-engine,5.0.0,storage::global_state::lmdb::tests::checkout_fails_if_unknown_hash_is_given,Undefined Behavior,incorrect number of arguments for `open` with `O_CREAT`,"Undefined Behavior: incorrect number of arguments for `open` with `O_CREAT`: got 2, expected at least 3",FALSE,38
600,casper-node,1.5.1,components::contract_runtime::trie_chunking_tests::returns_trie_or_chunk,Undefined Behavior,incorrect number of arguments for `open` with `O_CREAT`,"Undefined Behavior: incorrect number of arguments for `open` with `O_CREAT`: got 2, expected at least 3",FALSE,1
